"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"268",0.022443,1e-05,0.026947,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.950439,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"269",0.076268,1e-05,1e-05,1e-05,1e-05,1e-05,0.006527,1e-05,1e-05,0.062919,1e-05,1e-05,0.719491,1e-05,0.13205,1e-05,0.002606,1e-05,1e-05,1e-05
"270",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"271",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"272",0.043642,1e-05,1e-05,1e-05,1e-05,1e-05,0.009806,1e-05,1e-05,0.00653,1e-05,1e-05,0.545626,1e-05,0.394246,1e-05,1e-05,1e-05,1e-05,1e-05
"273",0.041989,1e-05,1e-05,1e-05,0.018205,0.009714,0.001166,1e-05,1e-05,0.021062,1e-05,1e-05,0.60956,1e-05,0.274252,1e-05,1e-05,1e-05,0.023932,1e-05
"274",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"275",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"276",1e-05,1e-05,1e-05,1e-05,1e-05,1.1e-05,0.999809,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"277",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"278",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999805,1e-05,1e-05,1.5e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"279",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999808,1e-05,1e-05,1e-05,1.2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"280",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.869326,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.130494
"281",1e-05,1e-05,1e-05,1e-05,0.577051,1e-05,0.422769,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"282",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"283",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999803,1.7e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"284",1e-05,1e-05,1.8e-05,1e-05,1e-05,1e-05,0.999802,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"285",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"286",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"287",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999807,1e-05,1e-05,1.2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"288",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"289",0.021057,1e-05,0.153633,1e-05,1e-05,1e-05,1e-05,1e-05,0.026518,0.047632,1e-05,1e-05,1e-05,1e-05,0.718383,1e-05,0.032636,1e-05,1e-05,1e-05
"290",1e-05,0.202065,1e-05,1e-05,1e-05,1e-05,1e-05,0.675065,1e-05,1e-05,1e-05,1e-05,0.043747,1e-05,0.078963,1e-05,1e-05,1e-05,1e-05,1e-05
"291",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999798,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.9e-05,1.2e-05,1e-05,1e-05,1e-05,1e-05
"292",1e-05,1e-05,1e-05,1e-05,0.999804,1e-05,1e-05,1e-05,1e-05,1.6e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"293",1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"294",0.041405,1e-05,0.045415,1e-05,0.372918,1e-05,1e-05,1e-05,1e-05,0.007884,1e-05,1e-05,0.139369,1e-05,0.292296,0.022638,0.063345,1e-05,0.014619,1e-05
"295",1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"296",1e-05,1e-05,1e-05,1.1e-05,0.999809,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"297",0.096035,1e-05,0.011854,1e-05,0.071109,0.009593,0.009865,1e-05,1e-05,0.009877,1e-05,1e-05,0.204905,1e-05,0.566421,0.007248,0.012993,1e-05,1e-05,1e-05
"298",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"299",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.979964,0.019856,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"300",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.97702,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.0228
"301",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.025929,0.023514,0.021236,1e-05,1e-05,1e-05,0.609017,1e-05,0.320154,1e-05,1e-05,1e-05,1e-05,1e-05
"302",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.963399,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.036421,1e-05,1e-05,1e-05
"303",1.2e-05,1.1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999807,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"304",1e-05,1e-05,0.056118,1e-05,1e-05,1e-05,1e-05,0.943693,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.9e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"305",1e-05,0.412092,1e-05,1e-05,1e-05,0.059363,1e-05,1e-05,1e-05,1e-05,0.006702,1e-05,1e-05,0.160787,1e-05,0.048958,0.311959,1e-05,1e-05,1e-05
"306",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"307",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999808,1e-05,1e-05,1e-05,1e-05,1.2e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"308",0.012542,1e-05,0.273241,1e-05,1.8e-05,1e-05,1e-05,1e-05,1e-05,0.250853,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.428387,1e-05,0.034819,1e-05
"309",1e-05,1.2e-05,1e-05,1e-05,1e-05,1e-05,1.7e-05,1e-05,1e-05,0.999801,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"310",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"311",1e-05,1e-05,1e-05,1e-05,1.1e-05,1e-05,1e-05,1e-05,1.9e-05,0.9998,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"312",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"313",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"314",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.59822,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.4016
"315",1e-05,1e-05,0.110408,1e-05,1e-05,0.027306,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.103548,1e-05,1e-05,0.70736,0.051228,1e-05,1e-05
"316",1e-05,1e-05,0.487954,1e-05,0.037105,1e-05,1.9e-05,1e-05,1e-05,0.019217,1e-05,1e-05,1e-05,1e-05,1e-05,0.028445,0.347851,1e-05,0.079279,1e-05
"317",1e-05,1e-05,1e-05,1e-05,0.527055,1e-05,0.472765,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"318",1e-05,1e-05,1e-05,1e-05,0.521602,1e-05,0.478218,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"319",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"320",0.023295,0.133858,1e-05,1e-05,1e-05,1e-05,1e-05,0.002635,1e-05,1e-05,1e-05,1e-05,1e-05,0.5051,0.005049,1.1e-05,0.240255,0.032832,0.056855,1e-05
"321",0.008435,1e-05,0.285362,1e-05,1e-05,1e-05,0.015444,1e-05,1e-05,0.034382,1e-05,0.001296,0.045511,1e-05,0.058284,0.038627,0.51255,1e-05,1e-05,1e-05
"322",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.051518,0.559153,1e-05,0.389159,1e-05
"323",1e-05,1e-05,0.999809,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"324",1e-05,1e-05,1e-05,0.550185,0.06799,0.164294,1e-05,1e-05,0.084344,1e-05,0.067175,1e-05,0.043924,1e-05,1e-05,1e-05,1e-05,1e-05,0.021958,1e-05
"325",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999806,1.4e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"326",1e-05,1e-05,0.937914,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.061906,1e-05
"327",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.933301,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.066519
"328",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"329",0.015453,0.034899,0.05182,1e-05,1e-05,1e-05,1e-05,0.769557,0.055753,0.009141,1e-05,1e-05,1e-05,0.023434,1e-05,1e-05,0.031288,1e-05,0.008546,1e-05
"330",0.005187,1e-05,0.460764,1e-05,0.284206,1e-05,0.038536,1e-05,1e-05,0.025062,1e-05,0.000455,0.001599,1e-05,1e-05,0.000537,0.144798,1e-05,0.038756,1e-05
"331",1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"332",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05
"333",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.090604,1e-05,0.909216,1e-05
"334",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.105303,0.819097,1e-05,0.07543,1e-05
"335",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"336",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981
"337",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999809
"338",1.3e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999807,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"339",1e-05,1e-05,1e-05,1e-05,1e-05,0.641102,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.092176,1e-05,1e-05,0.266553,1e-05,1e-05,1e-05
"340",1e-05,0.070064,0.032869,1e-05,1e-05,1e-05,1e-05,0.301072,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.011503,1e-05,1e-05,1e-05,1e-05,0.584342
"341",1e-05,0.115377,0.828855,1e-05,1e-05,1e-05,1e-05,0.055598,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"342",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.02657,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.196597,1e-05,0.776663,1e-05
"343",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05
"344",0.028685,1e-05,0.798198,1e-05,0.001067,1e-05,1e-05,1e-05,1e-05,0.033274,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.058269,1e-05,0.080367,1e-05
"345",1e-05,0.053347,1e-05,1e-05,1e-05,1e-05,1e-05,0.906728,0.009647,1e-05,1e-05,1e-05,1e-05,1e-05,1.4e-05,1e-05,0.030113,1e-05,1e-05,1e-05
"346",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.969181,0.030639,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"347",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"348",1e-05,0.054881,0.196247,1e-05,1e-05,0.022041,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.017603,1e-05,1e-05,1e-05,0.667536,1e-05,0.041553,1e-05
"349",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.042705,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.957115,1e-05,1e-05,1e-05
"350",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05
"351",1e-05,1e-05,1e-05,1e-05,1e-05,0.700322,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.001811,1e-05,1e-05,0.297697,1e-05,1e-05,1e-05
"352",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981
"353",1e-05,1e-05,1e-05,1e-05,1.7e-05,1e-05,1e-05,1e-05,1e-05,0.001948,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.228951,1e-05,0.768924,1e-05
"354",0.067997,0.091726,0.185268,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.00595,1e-05,0.008556,1e-05,1e-05,1e-05,1e-05,0.620739,1e-05,0.019635,1e-05
"355",1e-05,1e-05,0.020826,1e-05,0.367045,1e-05,0.430975,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.180994
"356",1e-05,1e-05,0.00564,1e-05,0.330506,1e-05,0.465134,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.198559
"357",1e-05,0.076993,1e-05,1e-05,1e-05,0.730104,1e-05,1e-05,1e-05,1e-05,1e-05,0.007437,1e-05,1e-05,1e-05,1e-05,0.185306,1e-05,1e-05,1e-05
"358",1e-05,1e-05,1e-05,1e-05,1e-05,0.717298,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.282522,1e-05,1e-05,1e-05
"359",0.081586,1e-05,0.729891,1e-05,0.031428,0.016262,0.029482,1e-05,1e-05,0.03786,1e-05,1e-05,0.009793,1e-05,1e-05,0.027415,0.011016,1e-05,1e-05,0.025167
"360",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.326342,1e-05,0.673478,1e-05,1e-05,1e-05,1e-05,1e-05
"361",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.915199,1e-05,1e-05,1e-05,1e-05,1e-05,0.032273,1e-05,0.029346,1e-05,1e-05,0.023021,1e-05
"362",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.88507,1e-05,1e-05,1e-05,0.023335,1e-05,0.048162,1e-05,0.035548,1e-05,1e-05,0.007734,1e-05
"363",1e-05,0.729627,1e-05,1e-05,1e-05,1e-05,1e-05,0.025687,0.031352,0.016701,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.196483,1e-05,1e-05,1e-05
"364",1e-05,1e-05,0.544444,1e-05,1e-05,1e-05,1e-05,0.374085,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.081301
"365",0.027291,1e-05,0.815357,1e-05,1e-05,1e-05,1e-05,1e-05,0.035327,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.121865,1e-05,1e-05,1e-05
"366",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"367",1e-05,1e-05,1e-05,1e-05,1e-05,1.2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999808,1e-05
"368",1e-05,0.367602,0.573702,1e-05,1e-05,1e-05,1e-05,0.058526,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"369",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.365873,1e-05,0.633947,1e-05
"370",1e-05,0.039619,0.286797,1e-05,1e-05,1e-05,1e-05,0.485024,0.057416,1e-05,1e-05,1e-05,1e-05,1e-05,0.111557,0.019446,1e-05,1e-05,1e-05,1e-05
"371",1e-05,0.555257,0.069892,1e-05,1e-05,0.040058,1e-05,1e-05,0.023234,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.311409,1e-05,1e-05,1e-05
"372",1e-05,1e-05,0.71272,1e-05,1e-05,0.058487,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.228623,1e-05,1e-05,1e-05
"373",1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"374",0.059102,1e-05,0.7333,1e-05,1e-05,1e-05,0.012868,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.155407,1e-05,0.039173,1e-05
"375",1e-05,0.596464,0.091475,1e-05,1e-05,1e-05,1e-05,0.090314,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.221587,1e-05,1e-05,1e-05
"376",1e-05,1e-05,0.690474,1e-05,1e-05,0.008789,0.01609,1e-05,1e-05,0.010526,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.251732,1e-05,0.022248,1e-05
"377",1e-05,1e-05,0.286212,1e-05,1e-05,1e-05,1e-05,0.32227,1e-05,1e-05,1e-05,1e-05,0.383861,1e-05,1e-05,0.007496,1e-05,1e-05,1e-05,1e-05
"378",1e-05,1e-05,0.957687,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.042133,1e-05,1e-05,1e-05
"379",1e-05,0.049512,0.063317,1e-05,1e-05,1e-05,1e-05,0.67326,0.007456,1e-05,0.026768,1e-05,1e-05,0.100683,1e-05,0.00106,0.069438,0.008397,1e-05,1e-05
"380",1e-05,1e-05,0.10315,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.89667,1e-05,1e-05,1e-05
"381",1e-05,1e-05,0.536092,1e-05,1e-05,1e-05,1e-05,0.062986,1e-05,1e-05,1e-05,1e-05,0.139944,1e-05,0.028202,1e-05,0.232626,1e-05,1e-05,1e-05
"382",1e-05,0.154254,0.840996,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.00458,1e-05
"383",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"384",0.007359,1e-05,0.992461,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"385",0.097847,1e-05,0.218977,1e-05,0.438836,0.055871,0.035489,1e-05,1e-05,0.038677,1e-05,1e-05,1e-05,1e-05,1e-05,0.073916,0.040267,1e-05,1e-05,1e-05
"386",0.076303,1e-05,0.259431,1e-05,0.365114,0.078754,0.025333,1e-05,1e-05,0.03335,1e-05,1e-05,1e-05,1e-05,1e-05,0.056993,0.104603,1e-05,1e-05,1e-05
"387",1e-05,1e-05,0.975035,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.024785,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"388",1e-05,1e-05,0.040061,0.468152,0.047657,1e-05,1e-05,1e-05,1e-05,0.025045,1e-05,0.032324,1e-05,1e-05,0.060043,1e-05,0.094201,0.162947,0.05053,0.018938
"389",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05
"390",1e-05,0.07428,1e-05,1e-05,1e-05,1e-05,1e-05,0.874648,0.011085,0.03499,1e-05,1e-05,1e-05,1e-05,1e-05,0.004846,1e-05,1e-05,1e-05,1e-05
"391",0.01754,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.002143,1e-05,1e-05,1e-05,1e-05,0.834852,1e-05,0.010637,0.098354,1e-05,0.036334,1e-05
"392",1e-05,0.034953,0.170399,1e-05,1.8e-05,0.023436,1e-05,1e-05,1e-05,0.007606,1e-05,1e-05,1e-05,1e-05,1e-05,0.012393,0.718024,1e-05,0.033051,1e-05
"393",1e-05,1e-05,1e-05,1e-05,1e-05,0.00587,1e-05,0.378287,0.031593,1e-05,1e-05,1e-05,0.09218,1e-05,0.024528,1e-05,1e-05,1e-05,1e-05,0.467401
"394",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.022658,1e-05,1e-05,1e-05,0.977162,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"395",1e-05,1e-05,1e-05,1e-05,1e-05,0.1743,1e-05,1e-05,1e-05,1e-05,1e-05,0.287886,1e-05,1e-05,1e-05,1e-05,0.020332,0.51051,0.006821,1e-05
"396",1.3e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.056966,0.736538,1e-05,0.206323,1e-05
"397",1e-05,0.266468,0.651595,1e-05,1e-05,1e-05,1e-05,0.079402,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.002375,1e-05
"398",1.1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999809,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"399",0.011854,1e-05,0.752059,1e-05,1e-05,1e-05,1e-05,0.082883,1e-05,0.031538,1e-05,1e-05,1e-05,1e-05,0.039425,1e-05,0.060368,1e-05,0.021743,1e-05
"400",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"401",1e-05,0.098203,0.211415,1e-05,1e-05,1e-05,1e-05,0.690212,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
