"","V1","V2","V3","V4","V5","tg_ecotypeid","latitude","longitude"
"696",1e-05,0.145748,0.854222,1e-05,1e-05,9531,41.21,-4.54
"697",1e-05,0.058486,0.941484,1e-05,1e-05,9532,42.23,-4.64
"698",1e-05,0.875018,0.118996,0.005966,1e-05,9533,41.15,-4.32
"699",1e-05,0.109707,0.890263,1e-05,1e-05,9534,40.05,-4.65
"700",1e-05,0.197386,0.793013,1e-05,0.009581,9535,42.31,3.19
"701",1e-05,0.527653,0.472308,1.9e-05,1e-05,9536,40.83,-2
"702",1e-05,1e-05,0.998017,0.001953,1e-05,9537,38.07,-6.66
"703",1e-05,0.083989,0.915981,1e-05,1e-05,9539,40.29,-6.67
"704",1e-05,0.051958,0.94767,0.000353,1e-05,9540,41.81,2.34
"705",1e-05,0.038266,0.954968,0.006746,1e-05,9541,38.26,-5.42
"706",0.009547,0.912214,0.067946,0.010283,1e-05,9542,40.79,-4.05
"707",1e-05,0.91984,0.08013,1e-05,1e-05,9543,36.77,-5.39
"708",1e-05,1e-05,0.99996,1e-05,1e-05,9544,39.4,-5.33
"709",1e-05,0.945407,0.054563,1e-05,1e-05,9545,39.4,-5.78
"710",1e-05,0.164067,0.835903,1e-05,1e-05,9546,40.82,-1.68
"711",0.001668,0.025255,0.973057,1e-05,1e-05,9547,41.67,2.62
"712",1e-05,0.164552,0.835418,1e-05,1e-05,9548,40.4,-5
"713",1e-05,0.794454,0.188259,0.017266,1e-05,9549,42.23,-3.69
"714",1e-05,0.652432,0.347538,1e-05,1e-05,9550,43.05,-5.37
"715",0.014002,0.113843,0.872136,1e-05,1e-05,9551,42.28,-5.92
"716",1e-05,0.156434,0.843536,1e-05,1e-05,9552,40.87,-4.5
"717",1e-05,0.087434,0.912536,1e-05,1e-05,9553,41.58,-4.71
"718",1e-05,0.927902,0.072068,1e-05,1e-05,9554,38.86,-3.16
"719",1e-05,0.922714,0.077256,1e-05,1e-05,9555,39.58,-3.93
"720",1e-05,0.115787,0.879577,0.004616,1e-05,9556,39.66,-4.34
"721",1e-05,0.37715,0.62282,1e-05,1e-05,9557,42.46,0.7
"722",1e-05,0.13631,0.860513,0.003157,1e-05,9558,41.57,-5.64
"723",1e-05,0.114437,0.885533,1e-05,1e-05,9559,38.06,-4.38
"724",1e-05,1e-05,0.99996,1e-05,1e-05,9560,38.19,-6.24
"725",1e-05,0.145987,0.843117,0.010876,1e-05,9561,40.71,-5.04
"726",1e-05,0.214085,0.785885,1e-05,1e-05,9562,41.67,2
"727",1e-05,0.276241,0.723729,1e-05,1e-05,9564,40.45,-1.6
"728",1e-05,0.069966,0.874973,0.023977,0.031073,9565,42.97,-1.23
"729",1e-05,0.288929,0.711041,1e-05,1e-05,9567,42.34,1.3
"730",1e-05,0.261453,0.738517,1e-05,1e-05,9568,42.76,-0.23
"731",0.006346,0.016606,0.92391,0.005445,0.047693,9569,42.87,-6.45
"732",1e-05,0.1258,0.873594,1e-05,0.000586,9571,43.28,-6.01
"733",1e-05,0.014583,0.985387,1e-05,1e-05,9573,41.86,2.99
"734",1e-05,0.421322,0.578648,1e-05,1e-05,9574,38.6,-2.7
"735",1e-05,0.008639,0.986277,0.005064,1e-05,9576,40.86,-4.11
"736",1e-05,0.313025,0.686945,1e-05,1e-05,9577,42.34,2.17
"737",1e-05,0.017594,0.886234,1e-05,0.096151,9578,42.13,-6.7
"738",1e-05,0.101187,0.898783,1e-05,1e-05,9579,38.33,-3.51
"739",1e-05,0.093224,0.906746,1e-05,1e-05,9581,42.84,-5.12
"740",1e-05,0.201376,0.798594,1e-05,1e-05,9582,41.48,-1.63
"741",0.003751,0.858187,0.138042,1e-05,1e-05,9583,37.09,-3.38
"742",1e-05,1e-05,0.912663,0.014777,0.07254,9584,41.19,-3.58
"743",0.011597,0.140682,0.831111,0.0166,1e-05,9585,43.4,-7.39
"744",1e-05,0.088035,0.911935,1e-05,1e-05,9586,41.03,-3.27
"745",1e-05,0.060821,0.911104,0.028055,1e-05,9587,41.5,-1.88
"746",1e-05,0.334561,0.665409,1e-05,1e-05,9588,42.11,0.6
"747",1e-05,1e-05,0.942907,0.014054,0.043019,9589,41.6,-2.83
"748",1e-05,0.09567,0.817644,0.042022,0.044653,9590,43.37,-5.49
"749",1e-05,0.069214,0.897893,0.002544,0.030339,9591,42.86,-3.59
"750",1e-05,1e-05,0.951518,0.011275,0.037188,9592,42.1,-5.44
"751",1e-05,0.479091,0.519852,0.001037,1e-05,9593,42.26,-2.99
"752",1e-05,0.32033,0.67964,1e-05,1e-05,9594,42.04,1.01
"753",1e-05,0.095425,0.898556,0.006,1e-05,9595,40.89,-5.5
"754",0.007223,0.066311,0.926446,1e-05,1e-05,9596,41.95,-7.45
"755",1e-05,0.045015,0.926043,0.00596,0.022971,9597,42.31,-2.53
"756",1e-05,0.87037,0.1296,1e-05,1e-05,9598,41.88,-6.51
"757",1e-05,0.011027,0.966573,1e-05,0.02238,9599,42.8,-5.77
"758",1e-05,0.942774,0.057196,1e-05,1e-05,9600,39.85,-6.04
"759",1e-05,0.06363,0.872255,0.020252,0.043852,9601,41.85,-1.88
"760",1e-05,0.046148,0.953822,1e-05,1e-05,9602,40.5,-3.96
"761",0.070516,0.541726,0.323307,1e-05,0.064442,9606,31.48,-7.45
"762",0.99996,1e-05,1e-05,1e-05,1e-05,9607,53.05,52.15
"763",0.999959,1e-05,1.1e-05,1e-05,1e-05,9608,51.37,59.44
"764",0.99996,1e-05,1e-05,1e-05,1e-05,9609,51.41,59.98
"765",0.99996,1e-05,1e-05,1e-05,1e-05,9610,53.04,51.96
"766",0.999958,1e-05,1e-05,1.2e-05,1e-05,9611,53.04,51.9
"767",0.99996,1e-05,1e-05,1e-05,1e-05,9612,53.04,51.94
"768",0.368468,1e-05,0.481639,0.00028,0.149603,9613,55.36,61.41
"769",0.99996,1e-05,1e-05,1e-05,1e-05,9615,52.99,52.16
"770",0.99996,1e-05,1e-05,1e-05,1e-05,9616,53.06,51.96
"771",0.99996,1e-05,1e-05,1e-05,1e-05,9617,51.37,59.44
"772",0.99996,1e-05,1e-05,1e-05,1e-05,9619,51.84,79.48
"773",0.99996,1e-05,1e-05,1e-05,1e-05,9620,51.82,79.48
"774",0.99996,1e-05,1e-05,1e-05,1e-05,9621,51.84,79.46
"775",0.458575,1e-05,0.051716,1e-05,0.489689,9622,52.52,85.27
"776",0.99996,1e-05,1e-05,1e-05,1e-05,9624,53.6,79.37
"777",0.99996,1e-05,1e-05,1e-05,1e-05,9625,51.31,82.59
"778",0.99996,1e-05,1e-05,1e-05,1e-05,9626,51.36,82.59
"779",0.99996,1e-05,1e-05,1e-05,1e-05,9627,51.32,82.55
"780",0.99996,1e-05,1e-05,1e-05,1e-05,9628,51.33,82.54
"781",0.999958,1e-05,1.2e-05,1e-05,1e-05,9629,51.35,82.18
"782",0.99996,1e-05,1e-05,1e-05,1e-05,9630,51.34,82.16
"783",0.99996,1e-05,1e-05,1e-05,1e-05,9631,51.65,80.79
"784",0.99996,1e-05,1e-05,1e-05,1e-05,9632,51.67,80.82
"785",0.99996,1e-05,1e-05,1e-05,1e-05,9633,51.63,80.83
"786",0.99996,1e-05,1e-05,1e-05,1e-05,9634,54.13,81.31
"787",0.999959,1e-05,1e-05,1.1e-05,1e-05,9635,51.87,80.6
"788",0.99996,1e-05,1e-05,1e-05,1e-05,9636,51.75,80.82
"789",0.99996,1e-05,1e-05,1e-05,1e-05,9637,51.77,80.85
"790",0.99996,1e-05,1e-05,1e-05,1e-05,9638,51.73,80.86
"791",0.99996,1e-05,1e-05,1e-05,1e-05,9639,53.82,80.31
"792",0.99996,1e-05,1e-05,1e-05,1e-05,9640,51.87,80.06
"793",0.99996,1e-05,1e-05,1e-05,1e-05,9641,51.9,80.06
"794",0.99996,1e-05,1e-05,1e-05,1e-05,9642,51.84,80.06
"795",0.99996,1e-05,1e-05,1e-05,1e-05,9643,52.1,79.31
"796",0.025573,1e-05,0.20462,1e-05,0.769787,9644,45.07,18.72
"797",0.068877,1e-05,0.090512,1e-05,0.840591,9645,45.17,18.7
"798",1e-05,1e-05,0.910422,1e-05,0.089548,9646,39.126899,16.170188
"799",1e-05,1e-05,0.93494,1e-05,0.06503,9647,40.37,16.77
"800",1e-05,1e-05,0.881711,1e-05,0.118259,9648,39.48,16.28
"801",1e-05,1e-05,0.906412,0.005512,0.088056,9649,39.13,16.17
"802",1e-05,1e-05,0.871384,1e-05,0.128586,9651,40.68,14.87
"803",1e-05,1e-05,0.99996,1e-05,1e-05,9653,38.44,16.13
"804",1e-05,1e-05,0.951246,1e-05,0.048724,9655,38.92,16.47
"805",0.020191,1e-05,0.964827,1e-05,0.014962,9656,40.64,17.31
"806",1e-05,1e-05,0.881808,1e-05,0.118162,9657,38.45,16.04
"807",0.002599,1e-05,0.884697,1e-05,0.112684,9658,38.97,16.34
"808",1e-05,1e-05,0.896813,1e-05,0.103157,9659,41.18,14.18
"809",0.00461,1e-05,0.900331,0.00526,0.089789,9660,40.84,14.57
"810",1e-05,1e-05,0.915712,1e-05,0.084258,9661,39.58,16.21
"811",1e-05,1e-05,0.795522,1e-05,0.204448,9663,41.33,14.09
"812",0.433422,1e-05,1e-05,1e-05,0.566548,9664,46.366,11.2832
"813",0.420495,1e-05,1e-05,1e-05,0.579475,9665,46.366,11.2832
"814",0.416259,1e-05,1e-05,1e-05,0.583711,9666,46.366,11.2832
"815",0.431973,1e-05,1e-05,1e-05,0.567997,9667,46.366,11.2832
"816",0.400276,1e-05,1e-05,1e-05,0.599694,9668,46.3668,11.2837
"817",0.403831,1e-05,1e-05,1e-05,0.596139,9669,46.3668,11.2837
"818",0.415334,0.019237,1e-05,1e-05,0.56541,9670,46.3668,11.2837
"819",0.355666,0.010189,1e-05,1e-05,0.634125,9671,46.3668,11.2837
"820",0.358245,0.000982,1e-05,0.004989,0.635774,9672,46.3668,11.2837
"821",0.371317,0.028003,1e-05,1e-05,0.60066,9673,46.3668,11.2837
"822",0.403456,1e-05,1e-05,1e-05,0.596514,9676,46.3718,11.2866
"823",0.407201,1e-05,1e-05,1e-05,0.592769,9677,46.3718,11.2866
"824",0.40036,1e-05,1e-05,1e-05,0.59961,9678,46.3718,11.2866
"825",0.399034,1e-05,1e-05,1e-05,0.600936,9679,46.3378,11.2928
"826",0.406759,1e-05,1e-05,1e-05,0.593211,9680,46.3378,11.2928
"827",0.392237,1e-05,1e-05,1e-05,0.607733,9681,46.3378,11.2928
"828",0.399164,1e-05,1e-05,1e-05,0.600806,9682,46.3378,11.2928
"829",0.409483,1e-05,1e-05,1e-05,0.590487,9683,46.3378,11.2928
"830",0.404698,1e-05,1e-05,1e-05,0.595272,9684,46.3378,11.2928
"831",0.405921,1e-05,1e-05,1e-05,0.594049,9685,46.3378,11.2928
"832",0.463588,1e-05,1e-05,1e-05,0.536382,9686,46.3378,11.2928
"833",0.397637,1e-05,1e-05,1e-05,0.602333,9687,46.3378,11.2928
"834",0.377679,0.007378,1e-05,0.008694,0.606239,9689,46.3378,11.2928
"835",0.391984,1e-05,0.014392,1e-05,0.593604,9690,46.3378,11.2928
"836",0.450036,1e-05,0.134494,1e-05,0.41545,9691,46.3378,11.2928
"837",0.333922,1e-05,0.013599,0.002097,0.650372,9692,46.3378,11.2928
"838",0.327096,1e-05,1e-05,0.008964,0.66392,9693,46.3378,11.2928
"839",0.336273,1e-05,0.028018,0.00957,0.626129,9694,46.3378,11.2928
"840",0.334477,1e-05,0.032256,0.017188,0.616069,9695,46.3378,11.2928
"841",0.351702,1e-05,0.0203,1e-05,0.627978,9696,46.3378,11.2928
"842",0.370629,1e-05,0.360898,1e-05,0.268454,9697,41.62,23.94
"843",0.281682,1e-05,0.507412,1e-05,0.210885,9698,41.57,23.85
"844",0.269824,1e-05,0.426909,1e-05,0.303247,9699,41.37,23.14
"845",0.313822,1e-05,0.409199,1e-05,0.276959,9700,42.32,23.1
"846",0.488566,0.005595,0.195694,1e-05,0.310135,9701,43.7,25.91
"847",0.294807,1e-05,0.452745,0.000808,0.251629,9703,41.53,23.39
"848",0.270072,1.5e-05,0.509602,1e-05,0.2203,9704,41.53,23.39
"849",0.279252,1e-05,0.460777,1e-05,0.259951,9705,41.5,23.33
"850",0.374017,1e-05,0.383806,1e-05,0.242157,9706,41.64,24.18
"851",0.346006,1e-05,0.395499,1e-05,0.258475,9707,41.57,24.84
"852",0.159599,0.030655,0.664353,1e-05,0.145384,9708,41.62,25.35
"853",0.307649,1e-05,0.443471,1e-05,0.248861,9709,41.85,23.13
"854",0.287131,1e-05,0.437933,1e-05,0.274916,9710,41.85,23.13
"855",0.333433,1e-05,0.442252,1e-05,0.224295,9711,42.32,23.1
"856",0.312289,1e-05,0.41645,1e-05,0.271242,9712,42.32,23.1
"857",0.343974,1e-05,0.364767,1e-05,0.291239,9713,42.49,25.61
"858",0.326892,0.011102,0.477343,0.006268,0.178395,9714,41.84,25.75
"859",0.326301,0.011001,0.55284,1e-05,0.109848,9716,41.54,24.98
"860",0.157176,0.010315,0.694449,1e-05,0.13805,9717,41.66,25.47
"861",0.284568,1e-05,0.532023,1e-05,0.183388,9718,41.55,24.75
"862",0.307372,1e-05,0.470684,1e-05,0.221924,9719,41.83,25.69
"863",0.178579,1e-05,0.652098,0.018121,0.151192,9720,41.77,25.68
"864",0.368745,1e-05,0.475929,0.006795,0.148521,9721,42.72,25.33
"865",0.409414,0.019002,0.42102,0.011933,0.138631,9722,41.71,24.41
"866",0.462899,1e-05,0.276786,1e-05,0.260295,9723,41.42,23.67
"867",0.26118,1e-05,0.644019,1e-05,0.094781,9725,37.6,23.08
"868",1e-05,1e-05,0.890059,1e-05,0.109911,9726,37.07,22.04
"869",0.452574,1e-05,1e-05,1e-05,0.547396,9727,37.63,21.62
"870",0.074082,1e-05,1e-05,1e-05,0.925888,9728,48.46,18.9
"871",0.088256,1e-05,1e-05,1e-05,0.911714,9729,48.46,18.9
"872",0.041845,1e-05,1e-05,1e-05,0.958125,9730,48.47,18.94
"873",0.062899,1e-05,1e-05,1e-05,0.937071,9731,48.46,18.9
"874",0.101344,1e-05,1e-05,0.00553,0.893105,9732,48.47,18.96
"875",0.096543,1e-05,1e-05,1e-05,0.903427,9733,48.47,18.94
"876",0.070975,1e-05,1e-05,1e-05,0.928995,9735,48.47,18.94
"877",0.478783,1e-05,0.191488,1e-05,0.329709,9736,44.69,25.17
"878",0.99996,1e-05,1e-05,1e-05,1e-05,9737,45.95,22.62
"879",0.21127,1e-05,0.2437,1e-05,0.545011,9738,45.57,25.42
"880",0.146446,1e-05,1e-05,1e-05,0.853524,9739,46.01,22.33
"881",0.270728,1e-05,0.039144,1e-05,0.690108,9741,45.84,23.16
"882",0.519566,1e-05,0.249024,1e-05,0.23139,9743,45.14,25
"883",0.446425,1e-05,0.030231,1e-05,0.523324,9744,47.16,27.59
"884",0.99996,1e-05,1e-05,1e-05,1e-05,9745,41.45,70.05
"885",0.069737,1e-05,0.033376,0.005826,0.891051,9747,44.38,21.22
"886",0.12451,1e-05,0.420268,1e-05,0.455202,9748,44.23,21.71
"887",0.248677,1e-05,0.463142,0.000641,0.28753,9749,43.54,22.29
"888",0.236659,1e-05,0.068015,0.003511,0.691804,9754,44.66,21.37
"889",0.364127,1e-05,0.348283,0.015691,0.271889,9755,44.56,22.56
"890",0.085122,1e-05,0.114051,1e-05,0.800807,9756,44.3,21.08
"891",0.128959,1e-05,0.477396,1e-05,0.393625,9757,44.3,21.08
"892",0.99996,1e-05,1e-05,1e-05,1e-05,9758,47.75,88.4
"893",0.016239,1e-05,0.983731,1e-05,1e-05,9759,37.47,49.47
"894",1e-05,1e-05,1e-05,0.001521,0.998449,9761,33.92,35.7
"895",0.027253,0.577953,0.394774,1e-05,1e-05,9762,37.69,14.98
"896",1e-05,0.592592,0.407378,1e-05,1e-05,9764,34.1,35.84
"897",0.99996,1e-05,1e-05,1e-05,1e-05,9766,42.26,74.16
"898",1e-05,1e-05,1e-05,1e-05,0.99996,9768,48.57,9.16
"899",1e-05,1e-05,0.108065,1e-05,0.891905,9769,48.55,8.99
"900",1.7e-05,1e-05,0.141406,1e-05,0.858557,9770,48.53,9.01
"901",1e-05,1e-05,0.080546,1e-05,0.919424,9771,48.56,9.11
"902",1e-05,1e-05,0.052637,0.001232,0.946111,9772,48.41,8.85
"903",1e-05,1e-05,0.074732,0.00333,0.921917,9774,48.59,9.22
"904",1e-05,1e-05,0.072261,1e-05,0.927709,9775,48.41,8.79
"905",1e-05,1e-05,0.217671,1e-05,0.782299,9776,48.43,8.79
"906",1e-05,1e-05,0.117686,1e-05,0.882284,9777,48.57,9.17
"907",1e-05,1e-05,0.148823,1e-05,0.851147,9778,48.41,8.84
"908",1e-05,1e-05,0.227579,0.012859,0.759542,9779,48.5,8.78
"909",1e-05,1e-05,0.128385,0.019705,0.851889,9780,48.43,8.79
"910",1e-05,1e-05,0.138593,1e-05,0.861377,9781,48.52,9.11
"911",1e-05,1e-05,0.058437,1e-05,0.941533,9782,48.53,9.09
"912",0.018212,0.296804,0.236952,0.03342,0.414612,9783,48.52,9.05
"913",1e-05,1e-05,0.216993,1e-05,0.782977,9784,48.5,8.8
"914",1e-05,1e-05,0.137558,0.020469,0.841953,9785,48.54,9.02
"915",1e-05,1e-05,0.094512,0.005668,0.8998,9786,48.54,9.01
"916",1e-05,1e-05,0.172355,1e-05,0.827615,9787,48.5,9
"917",1e-05,1e-05,0.09127,0.016538,0.892172,9788,48.53,9.01
"918",0.018451,1e-05,0.273597,0.018546,0.689396,9789,48.39,8.96
"919",1e-05,1e-05,0.204151,0.012109,0.78372,9790,48.58,9.18
"920",1e-05,1e-05,0.052036,0.031585,0.916359,9791,48.6,9.2
"921",1.3e-05,1e-05,0.077158,1e-05,0.922808,9792,48.54,9.09
"922",1e-05,1e-05,0.247643,1e-05,0.752327,9793,48.57,9.16
"923",1e-05,1e-05,0.103194,1e-05,0.896776,9794,48.52,9.08
"924",1e-05,1e-05,0.151361,0.00878,0.839839,9795,48.5,9.11
"925",1e-05,1e-05,0.090667,0.005119,0.904194,9796,48.41,8.84
"926",1e-05,1e-05,0.04337,0.010612,0.945998,9797,48.54,9.02
"927",1e-05,1e-05,0.119826,1e-05,0.880144,9798,48.54,9.01
"928",1e-05,1e-05,0.217321,0.018176,0.764483,9799,48.39,8.85
"929",1e-05,1e-05,0.157565,0.004049,0.838367,9800,48.54,9.01
"930",1e-05,1e-05,0.119064,1e-05,0.880906,9801,48.54,9.01
"931",1e-05,1e-05,0.137885,1e-05,0.862085,9802,48.51,9.11
"932",1e-05,1e-05,0.126868,0.008988,0.864125,9803,48.42,8.76
"933",1e-05,1e-05,0.250609,1e-05,0.749361,9804,48.45,8.87
"934",1e-05,1e-05,0.150616,0.019459,0.829906,9805,48.54,9.09
"935",1e-05,1e-05,0.266278,0.015813,0.717889,9806,48.56,9.16
"936",1e-05,1e-05,0.188362,1e-05,0.811608,9807,48.6,9.22
"937",1e-05,1e-05,0.224876,0.014843,0.760262,9808,48.52,9.08
"938",0.014257,0.021096,0.598027,0.062247,0.304373,9809,48.52,9.05
"939",1e-05,1e-05,0.103627,0.008742,0.88761,9810,48.53,9.07
"940",1e-05,1e-05,0.094858,1e-05,0.905112,9811,48.52,9.05
"941",1e-05,1e-05,0.050119,0.005384,0.944477,9812,48.52,9.03
"942",1e-05,1e-05,0.179054,1e-05,0.820916,9813,48.4,8.77
"943",1e-05,1e-05,0.186465,1e-05,0.813505,9814,48.42,8.79
"944",1e-05,1e-05,0.067458,1e-05,0.932512,9815,48.54,9.02
"945",1e-05,1e-05,0.194657,1e-05,0.805313,9816,48.55,9.06
"946",1e-05,0.083364,0.916606,1e-05,1e-05,9817,39.84,-6.6
"947",1e-05,0.025503,0.974467,1e-05,1e-05,9819,42.35,-3.03
"948",1e-05,0.105499,0.89377,0.000712,1e-05,9820,41,-4.71
"949",1e-05,0.059983,0.939987,1e-05,1e-05,9821,41.81,2.49
"950",1e-05,0.066169,0.933801,1e-05,1e-05,9822,40.52,-4.02
"951",0.013946,0.046175,0.916105,0.023765,1e-05,9823,43.34,-5.84
"952",0.007432,0.26513,0.706114,1e-05,0.021314,9824,42.91,-4.91
"953",1e-05,0.070266,0.929704,1e-05,1e-05,9825,40.4,-3.88
"954",1e-05,0.010576,0.981146,1e-05,0.008257,9826,42.49,-6.71
"955",1e-05,0.009705,0.658218,1e-05,0.332057,9827,42.78,0.69
"956",0.007366,0.020312,0.954964,1e-05,0.017349,9828,42.5,-6.15
"957",1e-05,0.1234,0.720319,0.004156,0.152115,9830,36.97,-3.28
"958",1e-05,0.074254,0.925716,1e-05,1e-05,9831,38.54,-3.39
"959",1e-05,0.938057,0.061913,1e-05,1e-05,9832,40.54,-3.69
"960",1e-05,0.045885,0.953034,0.001061,1e-05,9833,40.38,-4.21
"961",1e-05,0.048554,0.951416,1e-05,1e-05,9834,40.51,-3.9
"962",1e-05,0.025941,0.942034,1e-05,0.032005,9835,40.61,-6.57
"963",1e-05,0.281731,0.713722,0.004527,1e-05,9836,41.25,-1.32
"964",1e-05,0.728063,0.270656,0.001261,1e-05,9837,37.94,-5.6
"965",1e-05,1e-05,0.9366,0.01757,0.045811,9838,41.83,-5.38
"966",1e-05,0.067697,0.914616,0.017667,1e-05,9839,40.44,-4.27
"967",1e-05,0.334115,0.665855,1e-05,1e-05,9840,41.13,-1.43
"968",1e-05,0.038221,0.961749,1e-05,1e-05,9841,40.59,-4.15
"969",1e-05,0.02938,0.97059,1e-05,1e-05,9843,40.53,-3.92
"970",1e-05,0.275397,0.724573,1e-05,1e-05,9844,42.27,0.19
"971",1e-05,0.064442,0.935528,1e-05,1e-05,9845,40.48,-3.96
"972",1e-05,0.03984,0.96013,1e-05,1e-05,9846,42.31,-3.02
"973",1e-05,1e-05,0.979604,0.020366,1e-05,9847,43.31,-5.7
"974",1e-05,0.104095,0.895875,1e-05,1e-05,9848,40.11,-5.77
"975",3.8e-05,0.054562,0.94538,1e-05,1e-05,9849,40.65,-4.11
"976",1e-05,0.143845,0.856125,1e-05,1e-05,9850,42.86,-0.7
"977",1e-05,0.074733,0.901337,1e-05,0.023909,9851,42.96,-6.1
"978",1e-05,0.000724,0.999246,1e-05,1e-05,9852,40.46,-3.75
"979",1e-05,0.007726,0.899245,1e-05,0.093009,9853,43.33,-5.91
"980",1e-05,0.023098,0.948831,0.028052,1e-05,9854,43.36,-5.88
"981",1.2e-05,0.102425,0.897543,1e-05,1e-05,9855,40.57,-3.89
"982",1e-05,0.041919,0.958051,1e-05,1e-05,9856,40.51,-4
"983",1e-05,1e-05,0.99996,1e-05,1e-05,9857,40.33,-3.8
"984",1e-05,0.294634,0.696838,1e-05,0.008508,9858,40.98,-3.8
"985",1e-05,0.000405,0.999565,1e-05,1e-05,9859,40.5,-3.88
"986",1e-05,0.040427,0.912954,1e-05,0.046599,9860,42.24,-2.62
"987",1e-05,0.068244,0.931726,1e-05,1e-05,9861,40.72,-3.21
"988",1e-05,0.036755,0.88934,0.006722,0.067173,9862,40.45,-3.67
"989",1e-05,1e-05,0.98499,0.01498,1e-05,9864,41.76,2.69
"990",1e-05,0.137096,0.850333,1e-05,0.012551,9866,41.89,-2.79
"991",1e-05,0.055437,0.944533,1e-05,1e-05,9867,40.94,-3.22
"992",1e-05,0.081819,0.918151,1e-05,1e-05,9868,41.78,2.37
"993",1e-05,0.863168,0.128753,0.008059,1e-05,9869,36.76,-5.28
"994",1e-05,0.264451,0.735519,1e-05,1e-05,9870,41.91,0.17
"995",1e-05,0.929722,0.070248,1e-05,1e-05,9871,40.75,-3.99
"996",1e-05,0.055501,0.937576,0.006903,1e-05,9873,37.94,-5.45
"997",1e-05,0.002617,0.997353,1e-05,1e-05,9874,42.34,-3
"998",1e-05,0.036268,0.938338,1e-05,0.025373,9875,43.38,-5.87
"999",1e-05,0.280807,0.719163,1e-05,1e-05,9876,41.34,0.99
"1000",1e-05,0.028257,0.918419,1e-05,0.053304,9877,43.02,-5.6
"1001",1e-05,0.129035,0.863652,0.007293,1e-05,9878,40.78,-3.62
"1002",1e-05,0.864654,0.135316,1e-05,1e-05,9879,37.6,-1.12
"1003",1e-05,0.309318,0.685904,0.004758,1e-05,9880,42.72,-3.44
"1004",1e-05,0.129581,0.870389,1e-05,1e-05,9881,40.46,-5.32
"1005",1e-05,0.13346,0.86651,1e-05,1e-05,9882,40.46,-4.26
"1006",1e-05,0.048211,0.932969,1e-05,0.0188,9883,42.1,-2.56
"1007",1e-05,0.034185,0.964538,0.001258,1e-05,9885,41.14,-3.68
"1008",1e-05,0.217433,0.782528,1.9e-05,1e-05,9886,42.38,1.73
"1009",1e-05,0.938491,0.061479,1e-05,1e-05,9887,40.4,-4.77
"1010",1e-05,0.095164,0.904485,0.000331,1e-05,9888,40.93,-3.31
"1011",1e-05,0.068606,0.923749,0.006648,0.000987,9890,43.16,-5.07
"1012",1e-05,0.012449,0.946897,1e-05,0.040634,9891,41.93,2.92
"1013",1e-05,0.075605,0.924365,1e-05,1e-05,9892,42.68,-6.96
"1014",0.040189,0.241828,0.390954,1e-05,0.327019,9894,42.59,0.76
"1015",1e-05,1e-05,0.981034,0.005187,0.013759,9895,41.78,2.57
"1016",1e-05,0.120636,0.873722,0.005622,1e-05,9897,40.95,-5.63
"1017",1e-05,0.097807,0.831553,0.019561,0.051069,9898,41.14,-3.58
"1018",1e-05,0.346842,0.653128,1e-05,1e-05,9899,42.54,0.84
"1019",1e-05,0.01162,0.98835,1e-05,1e-05,9900,37.38,-6.01
"1020",1e-05,0.081996,0.781096,0.010151,0.126747,9901,42.27,-2.98
"1021",1e-05,0.048457,0.951513,1e-05,1e-05,9902,40.71,-3.24
"1022",1e-05,0.00199,0.973645,0.024346,1e-05,9903,42.31,-3.1
"1023",1e-05,0.113538,0.886432,1e-05,1e-05,9904,40.95,-3.31
"1024",1e-05,0.894944,0.099527,0.005509,1e-05,9905,40.76,-4.01
"1025",1e-05,0.054172,0.933489,1e-05,0.012319,9906,40,4.25
"1026",1e-05,1e-05,0.99996,1e-05,1e-05,9908,50.72,3.47
"1027",1e-05,1e-05,0.99996,1e-05,1e-05,9909,50.59,3.3
"1028",1e-05,1e-05,0.97687,0.0231,1e-05,9910,50.68,3.52
"1029",1e-05,0.014924,0.985046,1e-05,1e-05,9911,47.16,4.28
"1030",1e-05,1e-05,0.938562,0.012875,0.048543,9912,46.67,4.55
"1031",0.000102,1e-05,1e-05,1e-05,0.999868,9914,47.58,5.33
"1032",1e-05,1e-05,1e-05,1e-05,0.99996,9915,47.45,3.94
"1033",1e-05,1e-05,0.749651,1e-05,0.250319,9917,46.69,4.34
"1034",1e-05,1e-05,0.744961,0.003376,0.251643,9918,47.43,5.21
"1035",1e-05,1e-05,0.561391,0.438579,1e-05,9920,48.54,4.32
"1036",1e-05,1e-05,0.966234,0.033736,1e-05,9921,48.57,4.41
"1037",0.007558,0.056936,0.293834,0.063522,0.578149,9924,48.59,4.24
"1038",1e-05,0.007215,0.741969,0.046421,0.204385,9925,48.91,4.52
"1039",1e-05,1e-05,0.790339,0.033573,0.176068,9926,48.86,4.1
"1040",1e-05,0.015547,0.795766,0.005864,0.182812,9927,44.05,3.69
"1041",1e-05,1e-05,0.694678,1e-05,0.305292,9928,44.12,3.77
"1042",1e-05,1e-05,0.712159,0.038941,0.24888,9929,43.92,3.71
"1043",1e-05,1e-05,1e-05,1e-05,0.99996,9930,43.91,4.14
"1044",1e-05,1e-05,0.664845,0.32105,0.014085,9932,44.12,4.33
"1045",0.429048,1e-05,0.124933,0.019173,0.426837,9933,43.74,3.89
"1046",1e-05,1e-05,0.88184,0.011085,0.107055,9935,50.6,2.93
"1047",1e-05,1e-05,0.986649,0.013321,1e-05,9937,50.79,2.69
