"","V1","V2","tg_ecotypeid","latitude","longitude"
"1119",0.966209,0.033791,10023,68.8,15.45
"1120",0.951242,0.048758,10027,48.02838,7.765567
"1121",0.99999,1e-05,14312,62.02,34.12
"1122",0.99999,1e-05,14313,62.02,34.12
"1123",0.99999,1e-05,14314,61.59,35.11
"1124",0.99999,1e-05,14315,61.59,35.11
"1125",0.990174,0.009826,14318,61.94,34.24
"1126",0.977569,0.022431,14319,61.94,34.24
"1127",0.999176,0.000824,15560,61.37,61.37
"1128",0.99999,1e-05,15591,48.3315333,14.72665
"1129",0.99999,1e-05,15592,48.3314667,14.7158667
"1130",0.99999,1e-05,15593,48.3314667,14.7158667
"1131",0.988488,0.011512,18694,60.4,32.09
"1132",0.99999,1e-05,18696,61.57,30.63
"1133",0.998788,0.001212,19949,48.3268333,14.7181667
"1134",0.997982,0.002018,19950,48.3268333,14.7181667
"1135",0.99969,0.00031,19951,48.3268333,14.7181667
