"","V1","V2","tg_ecotypeid","latitude","longitude"
"202",0.970506,0.029494,6077,55.6942,13.4504
"203",0.950594,0.049406,6085,55.7097,13.2145
"204",0.933907,0.066093,6086,58.9,11.2
"205",0.931978,0.068022,6087,56.4666,16.1284
"206",0.948727,0.051273,6088,56.4666,16.1284
"207",0.982064,0.017936,6090,55.6525,13.2197
"208",0.969227,0.030773,6091,55.6525,13.215
"209",0.95465,0.04535,6092,55.6514,13.2233
"210",0.963201,0.036799,6094,55.6494,13.2147
"211",0.96826,0.03174,6095,55.6486,13.2161
"212",0.970263,0.029737,6096,55.6472,13.2225
"213",0.944032,0.055968,6097,55.6481,13.2264
"214",0.926359,0.073641,6098,55.6561,13.2178
"215",0.934604,0.065396,6099,55.6575,13.2386
"216",0.972778,0.027222,6100,55.6,13.2
"217",0.972373,0.027627,6101,55.6,13.2
"218",0.967901,0.032099,6102,55.6,13.2
"219",0.974446,0.025554,6104,55.7,13.2
"220",0.97985,0.02015,6105,55.7967,13.1211
"221",0.974199,0.025801,6106,55.7931,13.1186
"222",0.995504,0.004496,6107,55.7942,13.1222
"223",0.927231,0.072769,6108,55.7989,13.1206
"224",0.934767,0.065233,6109,55.7936,13.1233
"225",0.957926,0.042074,6111,55.7989,13.1219
"226",0.932763,0.067237,6112,55.7967,13.1044
"227",0.956306,0.043694,6113,55.8078,13.1028
"228",0.976567,0.023433,6114,55.8097,13.1342
"229",0.977994,0.022006,6115,55.8,13.1367
"230",0.96032,0.03968,6118,55.7,13.2
"231",0.950862,0.049138,6119,55.7,13.2
"232",0.967275,0.032725,6122,55.8364,13.3075
"233",0.956526,0.043474,6123,55.8369,13.3033
"234",0.959041,0.040959,6124,55.8378,13.3092
"235",0.991217,0.008783,6125,55.8403,13.3106
"236",0.9557,0.0443,6126,55.8411,13.3047
"237",0.947123,0.052877,6128,55.8397,13.2881
"238",0.970081,0.029919,6131,55.8369,13.3181
"239",0.955302,0.044698,6132,55.8386,13.3186
"240",0.999728,0.000272,6133,55.8364,13.2906
"241",0.962799,0.037201,6134,55.8383,13.2906
"242",0.996921,0.003079,6136,55.9336,13.5519
"243",0.972635,0.027365,6137,55.9419,13.5603
"244",0.969698,0.030302,6138,55.9403,13.5511
"245",0.961062,0.038938,6140,55.9392,13.5539
"246",0.956434,0.043566,6141,55.9414,13.5542
"247",0.975832,0.024168,6142,55.9428,13.5558
"248",0.975326,0.024674,6145,55.9497,13.5533
"249",0.973419,0.026581,6148,55.9319,13.5508
"250",0.944641,0.055359,6149,55.9281,13.5481
"251",0.964893,0.035107,6150,55.9261,13.5319
"252",0.928615,0.071385,6151,55.6528,13.2244
"253",0.99999,1e-05,6153,62.6425,17.7422
"254",0.99999,1e-05,6154,62.6422,17.7406
"255",0.999432,0.000568,6163,62.6425,17.7356
"256",0.996719,0.003281,6166,62.6425,17.7372
"257",0.99242,0.00758,6169,62.8714,18.3447
"258",0.99999,1e-05,6172,62.8717,18.3436
"259",0.99999,1e-05,6173,62.8717,18.3419
"260",0.99999,1e-05,6174,62.8719,18.3422
"261",0.979608,0.020392,6177,62.6322,17.69
"262",0.94681,0.05319,6180,62.6322,17.6906
"263",0.95321,0.04679,6184,62.8892,18.4522
"264",0.966127,0.033873,6188,55.7683,14.1386
"265",0.952796,0.047204,6189,55.7686,14.1383
"266",0.947854,0.052146,6191,55.7689,14.1375
"267",0.888847,0.111153,6192,55.7692,14.1369
"268",0.9461,0.0539,6193,55.7694,14.1347
"269",0.899972,0.100028,6194,55.7706,14.1342
"270",0.959315,0.040685,6195,55.7708,14.1342
"271",0.961184,0.038816,6198,55.7708,14.1331
"272",0.946211,0.053789,6201,55.7719,14.1211
"273",0.947035,0.052965,6202,55.7717,14.1206
"274",0.964375,0.035625,6203,55.7714,14.1208
"275",0.99999,1e-05,6209,62.8836,18.1842
"276",0.99999,1e-05,6210,62.8839,18.1836
"277",0.997473,0.002527,6214,63.0175,18.3281
"278",0.979098,0.020902,6216,63.0167,18.3283
"279",0.99999,1e-05,6217,63.0169,18.3283
"280",0.989088,0.010912,6218,63.0172,18.3283
"281",0.950796,0.049204,6220,62.806,18.1896
"282",0.988253,0.011747,6221,62.806,18.1896
"283",0.99999,1e-05,6231,62.96,18.2844
"284",0.99526,0.00474,6235,62.9611,18.3589
"285",0.997522,0.002478,6237,62.9619,18.35
"286",0.99999,1e-05,6238,62.9619,18.35
"287",0.99999,1e-05,6240,62.9622,18.35
"288",0.99999,1e-05,6241,62.9614,18.3608
"289",0.899888,0.100112,6242,55.7,13.2
"290",0.997615,0.002385,6243,56.27373,13.90045
"291",0.983014,0.016986,6244,62.9169,18.4728
"292",0.913892,0.086108,6252,55.5796,14.3336
"293",0.929002,0.070998,6255,55.5796,14.334
"294",0.937518,0.062482,6258,55.5796,14.3336
"295",0.908909,0.091091,6268,55.5796,14.3336
"296",0.915961,0.084039,6276,55.5796,14.3336
"297",0.96221,0.03779,6284,55.5796,14.3336
"298",0.992559,0.007441,6296,49.2771,16.6314
"299",0.99999,1e-05,6390,49.2771,16.6314
"300",0.996247,0.003753,6396,49.2771,16.6314
"301",0.977993,0.022007,6413,56.06,13.97
"302",0.99999,1e-05,6424,49.3853,16.2544
"303",0.99999,1e-05,6434,49.3853,16.2544
"304",0.99999,1e-05,6445,49.3853,16.2544
"305",0.995898,0.004102,6680,51.85,6.4333
"306",1e-05,0.99999,6739,40.8585,-73.4675
"307",1e-05,0.99999,6740,40.8585,-73.4675
"308",0.663104,0.336896,6744,40.8585,-73.4675
"309",1e-05,0.99999,6749,42.4489,-76.5072
"310",1e-05,0.99999,6750,42.4489,-76.5072
"311",1e-05,0.99999,6805,42.373,-71.0627
"312",1e-05,0.99999,6806,42.373,-71.0627
"313",1e-05,0.99999,6814,41.2816,-86.621
"314",0.986818,0.013182,6830,49.5,73.1
"315",0.979635,0.020365,6897,45,1.3
"316",0.900416,0.099584,6898,51.2167,4.4
"317",0.99999,1e-05,6900,63.324,18.484
"318",0.99999,1e-05,6901,63.324,18.484
"319",0.99999,1e-05,6903,49.4013,16.2326
"320",0.983681,0.016319,6904,49.2,16.6166
"321",0.87823,0.12177,6907,51.4083,-0.6383
"322",0.891786,0.108214,6908,51.4083,-0.6383
"323",0.937784,0.062216,6909,38.3,-92.3
"324",0.995305,0.004695,6911,15.1111,-23.6167
"325",0.99999,1e-05,6913,62.877,18.177
"326",0.955102,0.044898,6915,50.3,6.3
"327",0.99999,1e-05,6917,63.0165,18.3174
"328",0.99999,1e-05,6918,63.0165,18.3174
"329",0.998571,0.001429,6919,50.3,8
"330",0.918195,0.081805,6920,51.5338,9.9355
"331",0.923547,0.076453,6922,50.3,8
"332",0.89763,0.10237,6923,51.4083,-0.6383
"333",0.934446,0.065554,6924,51.4083,-0.6383
"334",0.898687,0.101313,6926,44.46,-85.37
"335",1e-05,0.99999,6927,41.2816,-86.621
"336",0.99999,1e-05,6929,38.48,68.49
"337",0.997091,0.002909,6931,49.5,73.1
"338",0.989233,0.010767,6932,47.984,10.8719
"339",0.986456,0.013544,6933,41.59,2.49
"340",0.99999,1e-05,6938,55.7522,37.6322
"341",0.99999,1e-05,6940,50.3,8.3
"342",0.879824,0.120176,6943,51.4083,-0.6383
"343",0.895976,0.104024,6944,51.4083,-0.6383
"344",0.889425,0.110575,6945,52.24,4.45
"345",0.99999,1e-05,6951,49.42,16.36
"346",0.995037,0.004963,6956,49.42,16.36
"347",0.995313,0.004687,6957,49.42,16.36
"348",0.94173,0.05827,6958,46,3.3
"349",0.871964,0.128036,6959,48.5,-1.41
"350",0.926291,0.073709,6960,48.5,-1.41
"351",0.991562,0.008438,6961,38.3333,-3.53333
"352",0.99999,1e-05,6963,38.35,68.48
"353",0.903087,0.096913,6966,51.4083,-0.6383
"354",0.926694,0.073306,6967,51.4083,-0.6383
"355",0.992679,0.007321,6968,60,23.5
"356",0.998723,0.001277,6969,60,23.5
"357",0.998365,0.001635,6970,41.7194,2.93056
"358",0.99999,1e-05,6971,41.7194,2.93056
"359",0.919407,0.080593,6973,56.0648,13.9707
"360",0.98313,0.01687,6974,56.0648,13.9707
"361",0.99999,1e-05,6975,48.3,14.45
"362",0.99999,1e-05,6976,48.3,14.45
"363",0.95091,0.04909,6979,47.25,8.26
"364",0.970332,0.029668,6981,52.3,30
"365",0.969521,0.030479,6982,52.3,9.3
"366",0.99999,1e-05,6984,49.3853,16.2544
"367",0.902339,0.097661,6986,57.1539,-2.2207
"368",0.968398,0.031602,6987,48.0683,7.62551
"369",0.907214,0.092786,6989,54.8,-2.4333
"370",0.992227,0.007773,6990,53.448,5.73
"371",0.971197,0.028803,6992,50.3,5.3
"372",0.966437,0.033563,6997,51.8333,5.5833
"373",0.97806,0.02194,7000,50.9167,9.57073
"374",0.93551,0.06449,7002,51.3333,6.1
"375",0.957755,0.042245,7003,47.5,7.5
"376",0.925339,0.074661,7008,52,5.675
"377",0.99999,1e-05,7013,52.4584,13.287
"378",0.912726,0.087274,7014,56.5459,-4.79821
"379",0.995601,0.004399,7025,44.5041,11.3396
"380",0.956451,0.043549,7026,54.4,-3.2667
"381",0.964143,0.035857,7028,49.5166,9.3166
"382",0.99999,1e-05,7031,50.0167,8.6667
"383",1e-05,0.99999,7033,41.3599,-122.755
"384",0.959192,0.040808,7036,50.5,9.5
"385",0.885405,0.114595,7058,54.1,-6.2
"386",0.901262,0.098738,7061,53.2699,-1.64293
"387",0.908248,0.091752,7062,50.2981,8.26607
"388",0.953481,0.046519,7063,29.2144,-13.4811
"389",0.891319,0.108681,7064,51.3,1.1
"390",0.969751,0.030249,7067,37.3,15
"391",0.982185,0.017815,7068,42,12.1
"392",0.937808,0.062192,7071,48.0717,1.33867
"393",0.99999,1e-05,7072,53.7502,34.7361
"394",0.984466,0.015534,7077,40.12,-8.25
"395",0.993955,0.006045,7081,40.2077,-8.42639
"396",0.902009,0.097991,7092,49.416,2.823
"397",0.981768,0.018232,7094,49.8724,8.65081
"398",0.99999,1e-05,7096,47.3239,5.04278
"399",0.89451,0.10549,7102,50.7224,8.2372
"400",0.99999,1e-05,7103,49.4167,16.2667
"401",0.99999,1e-05,7106,51.051,13.7336
"402",0.916625,0.083375,7107,54.7761,-1.5733
"403",0.899129,0.100871,7109,51.3,0.5
"404",0.879857,0.120143,7111,55.9494,-3.16028
"405",0.917634,0.082366,7117,51.5105,9.68253
"406",0.934347,0.065653,7119,50,8.5
"407",0.99999,1e-05,7120,50,8.5
"408",0.965674,0.034326,7125,49.5955,11.0087
"409",0.980546,0.019454,7126,60.1997,24.5682
"410",0.991341,0.008659,7127,58.6656,24.9871
"411",0.978528,0.021472,7130,44.6447,2.56481
"412",0.930907,0.069093,7133,50.1102,8.6822
"413",0.921082,0.078918,7138,50.5,8.0167
"414",0.910453,0.089547,7143,51.0167,5.86667
"415",0.955642,0.044358,7147,50.584,8.67825
"416",0.99999,1e-05,7158,47,15.5
"417",1e-05,0.99999,7160,43.178,-85.2532
"418",0.908095,0.091905,7161,53.5,10.5
"419",0.942035,0.057965,7162,52.24,9.44
"420",0.878771,0.121229,7163,52.3721,9.73569
"421",0.990082,0.009918,7164,55.675,12.5686
"422",0.964964,0.035036,7165,51.3472,8.28844
"423",0.937123,0.062877,7169,54.4175,9.88682
"424",0.99999,1e-05,7177,49,15
"425",0.974907,0.025093,7181,50.927,11.587
"426",0.99999,1e-05,7183,35,77
"427",0.99999,1e-05,7186,54.8969,23.8924
"428",0.87424,0.12576,7192,55.6395,-5.66364
"429",0.99999,1e-05,7199,50.95,6.9666
"430",0.989922,0.010078,7202,50.1797,8.50861
"431",0.99999,1e-05,7203,49.631,11.5722
"432",0.99999,1e-05,7207,35.0085,135.752
"433",0.936929,0.063071,7208,55.6739,-3.78181
"434",0.99999,1e-05,7209,52.7333,15.2333
"435",0.983579,0.016421,7213,47.984,10.8719
"436",0.953216,0.046784,7217,48,0.5
"437",0.99334,0.00666,7218,52.1611,4.49015
"438",0.99999,1e-05,7223,50.3833,8.0666
"439",0.941892,0.058108,7231,50.3833,8.0666
"441",0.959265,0.040735,7244,50.001,8.26664
"442",1e-05,0.99999,7248,41.3923,-70.6652
"443",0.952791,0.047209,7250,51.9183,10.1138
"444",0.947089,0.052911,7255,50.95,20.5
"445",0.934072,0.065928,7258,50.5,8.5
"446",0.951867,0.048133,7268,52.6969,10.981
"447",0.985306,0.014694,7273,51.0581,13.2995
"448",0.930265,0.069735,7276,50.2,8.5833
"449",0.962243,0.037757,7280,53.1667,8.2
"450",0.941065,0.058935,7282,50.3827,8.01161
"451",0.924915,0.075085,7287,53.3422,8.42255
"452",0.957378,0.042622,7288,60.385543,6.193019
"453",0.992764,0.007236,7296,59,29
"454",0.962862,0.037138,7298,47.04,10.51
"455",0.99999,1e-05,7305,53.476,10.6065
"456",0.964116,0.035884,7306,49.2655,-123.206
"457",0.906817,0.093183,7307,48.0653,-2.96591
"458",0.975349,0.024651,7314,54.3512,-3.41697
"459",0.947251,0.052749,7316,51.9667,5.56667
"460",0.962413,0.037587,7319,42,12.1
"461",0.908381,0.091619,7320,49.4424,1.09849
"462",0.928415,0.071585,7322,56.3,34
"463",0.99999,1e-05,7323,49,38.28
"464",0.988788,0.011212,7327,41.7833,3.03333
"465",0.962755,0.037245,7328,41.7833,3.03333
"466",0.897142,0.102858,7332,47,-122.2
"467",0.991467,0.008533,7333,46.5438,11.5614
"468",0.951903,0.048097,7337,50.8738,8.02341
"469",0.918504,0.081496,7342,53.6473,-3.00733
"470",0.998242,0.001758,7343,52.5339,13.181
"471",0.966458,0.033542,7344,47.6667,9.5
"472",0.984022,0.015978,7346,52.6058,11.8558
"473",0.99999,1e-05,7347,52,36
"474",0.99999,1e-05,7349,49.5,14.5
"475",0.99999,1e-05,7350,47.2413,-122.459
"476",0.970222,0.029778,7353,52.08,4.3
"477",0.98164,0.01836,7354,56.5,14.9
"478",0.369184,0.630816,7356,41.6639,-83.5553
"479",1e-05,0.99999,7358,41.6639,-83.5553
"480",1e-05,0.99999,7359,41.6639,-83.5553
"481",0.99198,0.00802,7372,47.0748,9.9042
"482",0.965597,0.034403,7373,34.43,136.31
"483",1e-05,0.99999,7377,43.2708,-85.2563
"484",0.971526,0.028474,7378,48.0333,7.7667
"485",0.978808,0.021192,7382,52.0918,5.1145
"486",0.92149,0.07851,7383,49.2655,-123.206
"487",0.955834,0.044166,7384,52.0333,5.55
"488",0.890548,0.109452,7387,54.9902,-2.3671
"489",0.99999,1e-05,7394,52.3,21
"490",0.987517,0.012483,7396,52.3,30
"491",0.933869,0.066131,7404,52.6,10.0667
"492",0.988367,0.011633,7411,47.9299,10.8134
"493",0.99999,1e-05,7413,54.6833,25.3167
"494",0.941628,0.058372,7415,49.7878,9.9361
"495",0.447909,0.552091,7416,37.45,-119.35
"496",0.917752,0.082248,7417,47.3667,8.55
"497",0.995609,0.004391,7418,47.3667,8.55
"498",0.986255,0.013745,7419,50.3058,8.32213
"499",0.981217,0.018783,7424,49.2,16.6166
"501",0.954044,0.045956,7430,48.6167,6.25
"503",0.949263,0.050737,7461,49,15
"505",1e-05,0.99999,7475,41.767,-72.677
"506",0.980168,0.019832,7477,41.7302,-71.2825
"507",0.963424,0.036576,7514,41.5609,-86.4251
"508",1e-05,0.99999,7515,41.5609,-86.4251
"509",0.919027,0.080973,7516,55.58,14.334
"510",0.917354,0.082646,7517,55.58,14.334
"511",0.99999,1e-05,7520,49.38,16.81
"512",0.99999,1e-05,7521,49.38,16.81
"513",0.511299,0.488701,7523,42.0945,-86.3253
"514",0.548412,0.451588,7525,42.036,-86.511
"515",0.295909,0.704091,7529,42.0333,-86.5128
"516",0.297728,0.702272,7530,42.0333,-86.5128
"517",0.077519,0.922481,7566,42.093,-86.359
"518",1e-05,0.99999,7568,42.093,-86.359
"519",0.658625,0.341375,7717,41.273,-86.625
"520",1e-05,0.99999,7757,41.273,-86.625
"521",1e-05,0.99999,7767,41.273,-86.625
"522",0.58328,0.41672,7917,42.0945,-86.3253
"523",0.653608,0.346392,7947,42.0945,-86.3253
"524",1e-05,0.99999,8037,41.3423,-86.7368
"525",1e-05,0.99999,8057,41.3423,-86.7368
"526",0.428308,0.571692,8077,41.3423,-86.7368
"527",0.370974,0.629026,8132,42.036,-86.511
"528",0.441637,0.558363,8171,42.036,-86.511
"529",0.90038,0.09962,8214,49,2
"530",0.980432,0.019568,8222,56.0328,14.775
"531",0.992597,0.007403,8227,62.7989,17.9103
"532",0.981537,0.018463,8230,56.68,16.5
"533",0.990299,0.009701,8231,56.3,16
"534",1e-05,0.99999,8233,41.1876,-87.1923
"535",0.941259,0.058741,8234,56.4606,15.8127
"536",0.99999,1e-05,8235,48.8,17.1
"537",0.99999,1e-05,8236,49.33,15.76
"538",0.957774,0.042226,8237,55.8,13.1
"539",0.961417,0.038583,8238,51.15,0.4
"540",0.957079,0.042921,8239,51,7
"541",0.968905,0.031095,8240,55.705,13.196
"542",0.99999,1e-05,8241,55.9473,13.821
"543",0.985286,0.014714,8242,56.1494,15.7884
"544",0.95979,0.04021,8243,43.7703,11.2547
"545",0.937246,0.062754,8244,48.6103,2.3086
"546",0.437593,0.562407,8246,35,-79.18
"547",0.935476,0.064524,8247,56.07,13.74
"548",0.992413,0.007587,8249,57.7,15.8
"549",0.962871,0.037129,8256,56.4,12.9
"550",0.975783,0.024217,8258,56.4,12.9
"551",0.961367,0.038633,8259,56.4,12.9
"552",0.980694,0.019306,8264,41.6833,2.8
"553",0.948554,0.051446,8283,55.76,14.12
"554",0.99999,1e-05,8284,49.4112,16.2815
"555",0.99999,1e-05,8285,49.4112,16.2815
"556",0.99999,1e-05,8290,50,8.5
"557",0.942727,0.057273,8297,46.5,6.08
