"","V1","V2","V3","tg_ecotypeid","latitude","longitude"
"933",0.657324,1e-05,0.342666,9804,48.45,8.87
"934",0.588617,0.032258,0.379125,9805,48.54,9.09
"935",0.632432,0.026329,0.341239,9806,48.56,9.16
"936",0.712524,1e-05,0.287466,9807,48.6,9.22
"937",0.619097,0.028933,0.35197,9808,48.52,9.08
"938",0.710118,0.079332,0.210549,9809,48.52,9.05
"939",0.527503,0.023556,0.448941,9810,48.53,9.07
"940",0.563858,1e-05,0.436132,9811,48.52,9.05
"941",0.554258,0.018482,0.42726,9812,48.52,9.03
"942",0.670315,1e-05,0.329675,9813,48.4,8.77
"943",0.61354,1e-05,0.38645,9814,48.42,8.79
"944",0.51339,0.010874,0.475736,9815,48.54,9.02
"945",0.698054,0.014162,0.287784,9816,48.55,9.06
"946",0.99998,1e-05,1e-05,9817,39.84,-6.6
"947",0.99998,1e-05,1e-05,9819,42.35,-3.03
"948",0.996031,0.003959,1e-05,9820,41,-4.71
"949",0.99998,1e-05,1e-05,9821,41.81,2.49
"950",0.99998,1e-05,1e-05,9822,40.52,-4.02
"951",0.937407,0.02425,0.038343,9823,43.34,-5.84
"952",0.882667,0.002174,0.115159,9824,42.91,-4.91
"953",0.99998,1e-05,1e-05,9825,40.4,-3.88
"954",0.99998,1e-05,1e-05,9826,42.49,-6.71
"955",0.80967,1e-05,0.19032,9827,42.78,0.69
"956",0.99998,1e-05,1e-05,9828,42.5,-6.15
"957",0.906253,0.00443,0.089316,9830,36.97,-3.28
"958",0.99998,1e-05,1e-05,9831,38.54,-3.39
"959",0.99998,1e-05,1e-05,9832,40.54,-3.69
"960",0.990991,0.008999,1e-05,9833,40.38,-4.21
"961",0.99998,1e-05,1e-05,9834,40.51,-3.9
"962",0.99998,1e-05,1e-05,9835,40.61,-6.57
"963",0.992714,0.007276,1e-05,9836,41.25,-1.32
"964",0.996296,0.003694,1e-05,9837,37.94,-5.6
"965",0.977659,0.022331,1e-05,9838,41.83,-5.38
"966",0.990102,0.009888,1e-05,9839,40.44,-4.27
"967",0.997719,0.002271,1e-05,9840,41.13,-1.43
"968",0.99998,1e-05,1e-05,9841,40.59,-4.15
"969",0.99998,1e-05,1e-05,9843,40.53,-3.92
"970",0.99998,1e-05,1e-05,9844,42.27,0.19
"971",0.99998,1e-05,1e-05,9845,40.48,-3.96
"972",0.998551,0.001439,1e-05,9846,42.31,-3.02
"973",0.976363,0.023627,1e-05,9847,43.31,-5.7
"974",0.99998,1e-05,1e-05,9848,40.11,-5.77
"975",0.99998,1e-05,1e-05,9849,40.65,-4.11
"976",0.99998,1e-05,1e-05,9850,42.86,-0.7
"977",0.99998,1e-05,1e-05,9851,42.96,-6.1
"978",0.99998,1e-05,1e-05,9852,40.46,-3.75
"979",0.954475,0.003771,0.041754,9853,43.33,-5.91
"980",0.967357,0.032633,1e-05,9854,43.36,-5.88
"981",0.99998,1e-05,1e-05,9855,40.57,-3.89
"982",0.99998,1e-05,1e-05,9856,40.51,-4
"983",0.99998,1e-05,1e-05,9857,40.33,-3.8
"984",0.999174,0.000816,1e-05,9858,40.98,-3.8
"985",0.99998,1e-05,1e-05,9859,40.5,-3.88
"986",0.971034,1e-05,0.028956,9860,42.24,-2.62
"987",0.99998,1e-05,1e-05,9861,40.72,-3.21
"988",0.986138,0.013852,1e-05,9862,40.45,-3.67
"989",0.988568,0.011422,1e-05,9864,41.76,2.69
"990",0.962709,1e-05,0.037281,9866,41.89,-2.79
"991",0.99998,1e-05,1e-05,9867,40.94,-3.22
"992",0.996205,0.003785,1e-05,9868,41.78,2.37
"993",0.995631,0.004359,1e-05,9869,36.76,-5.28
"994",0.99998,1e-05,1e-05,9870,41.91,0.17
"995",0.99998,1e-05,1e-05,9871,40.75,-3.99
"996",0.995636,0.004354,1e-05,9873,37.94,-5.45
"997",0.99998,1e-05,1e-05,9874,42.34,-3
"998",0.998994,0.000996,1e-05,9875,43.38,-5.87
"999",0.99998,1e-05,1e-05,9876,41.34,0.99
"1000",0.99998,1e-05,1e-05,9877,43.02,-5.6
"1001",0.989215,0.010775,1e-05,9878,40.78,-3.62
"1002",0.99998,1e-05,1e-05,9879,37.6,-1.12
"1003",0.953368,0.014513,0.032119,9880,42.72,-3.44
"1004",0.99998,1e-05,1e-05,9881,40.46,-5.32
"1005",0.99998,1e-05,1e-05,9882,40.46,-4.26
"1006",0.99998,1e-05,1e-05,9883,42.1,-2.56
"1007",0.99998,1e-05,1e-05,9885,41.14,-3.68
"1008",0.991759,0.00549,0.002751,9886,42.38,1.73
"1009",0.99998,1e-05,1e-05,9887,40.4,-4.77
"1010",0.997049,0.002941,1e-05,9888,40.93,-3.31
"1011",0.991415,0.008575,1e-05,9890,43.16,-5.07
"1012",0.990762,0.009228,1e-05,9891,41.93,2.92
"1013",0.99998,1e-05,1e-05,9892,42.68,-6.96
"1014",0.667556,1e-05,0.332434,9894,42.59,0.76
"1015",0.981643,0.018347,1e-05,9895,41.78,2.57
"1016",0.997142,0.002848,1e-05,9897,40.95,-5.63
"1017",0.962249,0.022439,0.015312,9898,41.14,-3.58
"1018",0.928927,1e-05,0.071063,9899,42.54,0.84
"1019",0.99998,1e-05,1e-05,9900,37.38,-6.01
"1020",0.92231,0.022491,0.055198,9901,42.27,-2.98
"1021",0.99998,1e-05,1e-05,9902,40.71,-3.24
"1022",0.97332,0.02667,1e-05,9903,42.31,-3.1
"1023",0.9892,0.01079,1e-05,9904,40.95,-3.31
"1024",0.993866,0.006124,1e-05,9905,40.76,-4.01
"1025",0.99998,1e-05,1e-05,9906,40,4.25
"1026",0.997347,0.002643,1e-05,9908,50.72,3.47
"1027",0.99998,1e-05,1e-05,9909,50.59,3.3
"1028",0.968616,0.031374,1e-05,9910,50.68,3.52
"1029",0.995126,0.004864,1e-05,9911,47.16,4.28
"1030",0.969711,0.030279,1e-05,9912,46.67,4.55
"1031",0.233119,1e-05,0.766871,9914,47.58,5.33
"1032",0.017447,0.008996,0.973556,9915,47.45,3.94
"1033",0.953211,0.021866,0.024922,9917,46.69,4.34
"1034",0.928426,0.015082,0.056492,9918,47.43,5.21
"1035",0.550423,0.449567,1e-05,9920,48.54,4.32
"1036",0.950303,0.049687,1e-05,9921,48.57,4.41
"1037",0.507149,0.079917,0.412934,9924,48.59,4.24
"1038",0.869934,0.058998,0.071067,9925,48.91,4.52
"1039",0.939418,0.044306,0.016276,9926,48.86,4.1
"1040",0.921131,0.00852,0.070348,9927,44.05,3.69
"1041",0.904169,1e-05,0.095821,9928,44.12,3.77
"1042",0.901671,0.045212,0.053118,9929,43.92,3.71
"1043",1e-05,1e-05,0.99998,9930,43.91,4.14
"1044",0.665755,0.334235,1e-05,9932,44.12,4.33
"1045",0.224477,0.020778,0.754745,9933,43.74,3.89
"1046",0.985923,0.014067,1e-05,9935,50.6,2.93
"1047",0.966102,0.033888,1e-05,9937,50.79,2.69
"1048",0.95011,0.04988,1e-05,9938,50.65,2.99
"1049",0.777592,0.006279,0.216128,9939,31.48,-7.45
"1050",0.970273,0.029717,1e-05,9941,40.92,-8.54
"1051",0.99998,1e-05,1e-05,9942,41.32,-1.34
"1052",0.99998,1e-05,1e-05,9943,39.73,-5.74
"1053",0.99998,1e-05,1e-05,9944,36.83,-6.36
"1054",0.979079,0.020911,1e-05,9945,41.8,-3.11
"1055",0.980559,0.019431,1e-05,9946,38.92,-6.34
"1056",0.99998,1e-05,1e-05,9947,40.74,-3.9
"1057",0.996706,1e-05,0.003284,9948,41.05,-3.54
"1058",0.987129,0.012861,1e-05,9949,42.69,-6.93
"1059",0.997208,1e-05,0.002782,9950,42.63,0.76
"1060",1e-05,1e-05,0.99998,9951,51.3333,82.5667
"1061",1e-05,1e-05,0.99998,9952,51.32,82.55
"1062",1e-05,1e-05,0.99998,9953,51.33,82.19
"1063",1e-05,1e-05,0.99998,9955,54.09,60.46
"1064",1e-05,1e-05,0.99998,9956,54.06,60.48
"1065",1e-05,1e-05,0.99998,9957,53.04,51.75
"1066",1e-05,1e-05,0.99998,9958,53.33,49.48
"1067",1e-05,1e-05,0.99998,9959,53.33,49.48
"1068",1e-05,1e-05,0.99998,9960,51.31,57.56
"1069",0.980983,0.002186,0.016831,9962,40.57,15.32
"1070",0.99998,1e-05,1e-05,9963,39.18,16.26
"1071",0.99998,1e-05,1e-05,9964,38.36,16.23
"1072",0.994707,0.005283,1e-05,9965,38.38,16.22
"1073",0.984697,1.4e-05,0.015289,9966,40.28,15.65
"1074",0.99998,1e-05,1e-05,9968,39.27,16.27
"1075",0.99998,1e-05,1e-05,9969,40.18,16.45
"1076",1e-05,0.081158,0.918832,9970,46.3716,11.2376
"1077",0.18952,0.018054,0.792427,9971,46.513,11.331
"1078",0.18771,0.024975,0.787315,9972,46.513,11.331
"1079",1e-05,1e-05,0.99998,9973,46.366,11.2832
"1080",0.067211,0.015,0.91779,9974,46.3378,11.2928
"1081",0.097125,0.011264,0.891612,9975,46.3378,11.2928
"1082",0.371052,0.012511,0.616437,9976,46.2543,11.167
"1083",0.04339,1e-05,0.9566,9978,46.6297,10.817
"1084",0.20252,0.007224,0.790256,9979,46.36,11.23
"1085",0.944413,0.021313,0.034274,9980,38.62,16.17
"1086",0.96518,0.000672,0.034148,9981,38.76,16.24
"1087",0.994418,0.005572,1e-05,9982,39.01,16.47
"1088",0.978232,0.021758,1e-05,9983,41.62,12.87
"1089",0.989303,0.010687,1e-05,9984,41.62,12.87
"1090",0.39075,0.040244,0.569006,9985,41.43,23.65
"1091",0.796812,1e-05,0.203178,9986,41.59,25.2
"1092",0.710822,0.002061,0.287118,9987,41.43,23.5
"1093",0.740952,1e-05,0.259038,9988,41.7942,43.4767
"1094",0.99998,1e-05,1e-05,9990,41.8296,46.2831
"1095",0.948939,1e-05,0.051051,9991,41.2381,46.3728
"1096",0.298343,1e-05,0.701647,9993,38.6425,42.2394
"1097",0.515076,1e-05,0.484914,9995,48.14,9.4
"1098",0.497618,0.066271,0.436112,9996,48.52,8.8
"1099",0.667271,0.016188,0.316542,9997,48.56,9.16
"1100",0.614201,0.071686,0.314113,9998,48.43,8.82
"1101",0.642222,1e-05,0.357768,9999,48.53,9.06
"1102",0.772403,0.064183,0.163414,10001,48.52,9.05
"1103",0.933327,0.066663,1e-05,10002,48.53,9.04
"1104",0.282846,0.00522,0.711934,10004,44.46,25.74
"1105",0.133539,0.003278,0.863184,10005,46.11,21.95
"1106",0.803964,1e-05,0.196026,10006,44.6419,34.3814
"1107",1e-05,1e-05,0.99998,10008,41.45,70.05
"1108",1e-05,1e-05,0.99998,10009,41.45,70.05
"1109",1e-05,1e-05,0.99998,10010,41.45,70.05
"1110",1e-05,1e-05,0.99998,10011,39.8692,45.3622
"1111",0.99998,1e-05,1e-05,10012,38.9786,48.5594
"1112",0.99998,1e-05,1e-05,10013,38.7406,48.6131
"1113",0.99998,1e-05,1e-05,10014,38.6536,48.7992
"1114",1e-05,1e-05,0.99998,10015,37.29,71.3
"1115",0.224443,1e-05,0.775547,10017,44.34,21.46
"1116",0.148511,1e-05,0.851479,10018,44.84,20.16
"1117",0.010761,0.022735,0.966504,10020,49.17,16.5
"1118",0.537006,0.076231,0.386763,10022,48.0333,7.7667
"1119",0.156708,0.033012,0.810281,10023,68.8,15.45
"1120",0.638599,0.032204,0.329197,10027,48.02838,7.765567
"1121",1e-05,1e-05,0.99998,14312,62.02,34.12
"1122",1e-05,1e-05,0.99998,14313,62.02,34.12
"1123",1e-05,1e-05,0.99998,14314,61.59,35.11
"1124",1e-05,1e-05,0.99998,14315,61.59,35.11
"1125",1e-05,0.013103,0.986887,14318,61.94,34.24
"1126",0.003392,0.036747,0.959861,14319,61.94,34.24
"1127",0.007163,0.009228,0.983609,15560,61.37,61.37
"1128",0.219209,0.001169,0.779622,15591,48.3315333,14.72665
"1129",0.147498,0.003894,0.848608,15592,48.3314667,14.7158667
"1130",0.141826,1e-05,0.858164,15593,48.3314667,14.7158667
"1131",1e-05,0.01114,0.98885,18694,60.4,32.09
"1132",1e-05,1e-05,0.99998,18696,61.57,30.63
"1133",0.071413,0.006103,0.922484,19949,48.3268333,14.7181667
"1134",0.077134,0.004274,0.918591,19950,48.3268333,14.7181667
"1135",0.077197,0.0034,0.919402,19951,48.3268333,14.7181667
