"","tg_ecotypeid","latitude","longitude","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","solar_min","solar_max","solar_median","solar_mean","wind_min","wind_max","wind_median","wind_mean","vapr_min","vapr_max","vapr_median","vapr_mean"
"40",915,41.8972,-71.4378,95,112,31,8703,277,-83,360,7,181,206,-20,1205,120,86,9,333,269,275,309,5268,20726,13445,13251,3.45700001716614,4.89599990844727,4.30000019073486,4.23966672023137,0.368699997663498,1.92149996757507,0.829349994659424,0.991499975323677
"41",932,42.3634,-71.1445,97,110,30,8773,282,-81,363,7,185,209,-19,1119,113,80,9,313,253,253,291,5094,20242,13216.5,12997.4166666667,3.62916660308838,4.99270820617676,4.41666674613953,4.37100700537364,0.344062507152557,1.87531244754791,0.804947912693024,0.964435763657093
"42",991,55.3833,14.05,80,56,25,6129,202,-21,223,156,25,161,6,580,62,32,20,178,102,166,134,1211,20483,8921,10094.5,4.35483884811401,6.02580642700195,5.14838719367981,5.18252690633138,0.540645182132721,1.50580644607544,0.869193553924561,0.93551075955232
"43",992,55.3833,14.05,80,56,25,6129,202,-21,223,156,25,161,6,580,62,32,20,178,102,166,134,1211,20483,8921,10094.5,4.35483884811401,6.02580642700195,5.14838719367981,5.18252690633138,0.540645182132721,1.50580644607544,0.869193553924561,0.93551075955232
"44",997,55.3833,14.05,80,56,25,6129,202,-21,223,156,25,161,6,580,62,32,20,178,102,166,134,1211,20483,8921,10094.5,4.35483884811401,6.02580642700195,5.14838719367981,5.18252690633138,0.540645182132721,1.50580644607544,0.869193553924561,0.93551075955232
"45",1002,55.3833,14.05,80,56,25,6129,202,-21,223,156,25,161,6,580,62,32,20,178,102,166,134,1211,20483,8921,10094.5,4.35483884811401,6.02580642700195,5.14838719367981,5.18252690633138,0.540645182132721,1.50580644607544,0.869193553924561,0.93551075955232
"46",1006,55.3833,14.05,80,56,25,6129,202,-21,223,156,25,161,6,580,62,32,20,178,102,166,134,1211,20483,8921,10094.5,4.35483884811401,6.02580642700195,5.14838719367981,5.18252690633138,0.540645182132721,1.50580644607544,0.869193553924561,0.93551075955232
"47",1061,55.7167,14.1333,75,57,25,6125,198,-27,225,150,20,155,1,617,68,35,20,189,110,177,145,1141,20172,8848.5,9923.41666666667,4.07499980926514,5.60900020599365,4.77749991416931,4.84141667683919,0.51910001039505,1.43669998645782,0.833499997854233,0.89756666123867
"48",1062,55.7167,14.1333,75,57,25,6125,198,-27,225,150,20,155,1,617,68,35,20,189,110,177,145,1141,20172,8848.5,9923.41666666667,4.07499980926514,5.60900020599365,4.77749991416931,4.84141667683919,0.51910001039505,1.43669998645782,0.833499997854233,0.89756666123867
"49",1063,55.7167,14.1333,75,57,25,6125,198,-27,225,150,20,155,1,617,68,35,20,189,110,177,145,1141,20172,8848.5,9923.41666666667,4.07499980926514,5.60900020599365,4.77749991416931,4.84141667683919,0.51910001039505,1.43669998645782,0.833499997854233,0.89756666123867
"50",1066,55.7167,14.1333,75,57,25,6125,198,-27,225,150,20,155,1,617,68,35,20,189,110,177,145,1141,20172,8848.5,9923.41666666667,4.07499980926514,5.60900020599365,4.77749991416931,4.84141667683919,0.51910001039505,1.43669998645782,0.833499997854233,0.89756666123867
"51",1070,55.7167,14.1333,75,57,25,6125,198,-27,225,150,20,155,1,617,68,35,20,189,110,177,145,1141,20172,8848.5,9923.41666666667,4.07499980926514,5.60900020599365,4.77749991416931,4.84141667683919,0.51910001039505,1.43669998645782,0.833499997854233,0.89756666123867
"52",1158,56.7,16.5167,75,62,25,6565,212,-35,247,155,18,161,-6,498,59,29,22,163,88,149,111,1032,21350,9211.5,10135.75,3.99891304969788,5.65000009536743,4.67228269577026,4.70597837368647,0.486847817897797,1.46206521987915,0.792717397212982,0.876403992374738
"53",1166,56.7,16.5167,75,62,25,6565,212,-35,247,155,18,161,-6,498,59,29,22,163,88,149,111,1032,21350,9211.5,10135.75,3.99891304969788,5.65000009536743,4.67228269577026,4.70597837368647,0.486847817897797,1.46206521987915,0.792717397212982,0.876403992374738
"54",1254,59.4333,17.0167,62,72,25,7358,217,-67,284,148,1,160,-29,553,70,26,30,195,87,186,114,748,20821,8814.5,9745.41666666667,2.59799981117249,3.22900009155273,3.00899994373322,2.96891663471858,0.402300000190735,1.38269996643066,0.702500015497208,0.787833335498969
"55",1257,59.4333,17.0167,62,72,25,7358,217,-67,284,148,1,160,-29,553,70,26,30,195,87,186,114,748,20821,8814.5,9745.41666666667,2.59799981117249,3.22900009155273,3.00899994373322,2.96891663471858,0.402300000190735,1.38269996643066,0.702500015497208,0.787833335498969
"56",1313,59.5667,16.8667,61,74,25,7419,217,-69,286,147,0,159,-31,558,71,27,30,199,88,189,111,733,20859,8787.5,9730.66666666667,2.51200008392334,3.21099996566772,3.00150001049042,2.94283330440521,0.390699982643127,1.37940001487732,0.692200005054474,0.782508333524068
"57",1317,59.5667,16.8667,61,74,25,7419,217,-69,286,147,0,159,-31,558,71,27,30,199,88,189,111,733,20859,8787.5,9730.66666666667,2.51200008392334,3.21099996566772,3.00150001049042,2.94283330440521,0.390699982643127,1.37940001487732,0.692200005054474,0.782508333524068
"58",1552,63.0833,18.3667,32,84,24,8728,206,-131,337,133,-35,146,-80,633,73,36,25,203,111,184,140,379,20200,7874,8965.33333333333,3.60740733146667,4.05185174942017,3.80092597007751,3.8288579583168,0.313888877630234,1.2849999666214,0.6095370054245,0.698672838509083
"59",1612,41.9,-86.583,97,104,28,9499,284,-86,370,215,-16,215,-30,974,97,47,19,281,175,281,182,4104,21769,13665,13059.75,3,4.90000009536743,4.35399985313416,4.1427499850591,0.360000014305115,1.94679999351501,0.844350010156631,1.01249166578054
"60",1622,41.9,-86.583,97,104,28,9499,284,-86,370,215,-16,215,-30,974,97,47,19,281,175,281,182,4104,21769,13665,13059.75,3,4.90000009536743,4.35399985313416,4.1427499850591,0.360000014305115,1.94679999351501,0.844350010156631,1.01249166578054
"61",1651,43.3431,-86.4045,81,101,28,9057,266,-88,354,153,-29,194,-39,847,95,36,22,267,152,231,157,3759,21850,13397.5,12866.6666666667,3.10500001907349,4.7960000038147,4.25,4.05649997790654,0.330000013113022,1.79999995231628,0.772699981927872,0.929350001116594
"62",1652,43.3431,-86.4045,81,101,28,9057,266,-88,354,153,-29,194,-39,847,95,36,22,267,152,231,157,3759,21850,13397.5,12866.6666666667,3.10500001907349,4.7960000038147,4.25,4.05649997790654,0.330000013113022,1.79999995231628,0.772699981927872,0.929350001116594
"63",1676,41.879,-86.607,97,103,27,9512,284,-87,371,215,-16,215,-31,971,97,46,19,281,174,281,180,4169,21874,13710.5,13135.75,3.00099992752075,4.90199995040894,4.35899996757507,4.14583331346512,0.360000014305115,1.95200002193451,0.844800025224686,1.01400834818681
"64",1684,41.879,-86.607,97,103,27,9512,284,-87,371,215,-16,215,-31,971,97,46,19,281,174,281,180,4169,21874,13710.5,13135.75,3.00099992752075,4.90199995040894,4.35899996757507,4.14583331346512,0.360000014305115,1.95200002193451,0.844800025224686,1.01400834818681
"65",1739,42.405,-85.398,88,113,29,9712,287,-99,386,199,-29,209,-42,911,97,39,24,276,147,273,154,3939,21447,13427.5,12811.5,2.79399991035461,4.49399995803833,3.98599994182587,3.78908332188924,0.349999994039536,1.83960008621216,0.797499984502792,0.960491674641768
"66",1741,42.405,-85.398,88,113,29,9712,287,-99,386,199,-29,209,-42,911,97,39,24,276,147,273,154,3939,21447,13427.5,12811.5,2.79399991035461,4.49399995803833,3.98599994182587,3.78908332188924,0.349999994039536,1.83960008621216,0.797499984502792,0.960491674641768
"67",1756,42.184,-86.358,94,100,27,9305,276,-83,359,202,-18,210,-31,932,101,43,19,273,166,259,177,3980,21802,13607,13030,3.09999990463257,4.90500020980835,4.36249995231628,4.14541665712992,0.359400004148483,1.91159999370575,0.826600015163422,0.994074990351995
"68",1757,42.184,-86.358,94,100,27,9305,276,-83,359,202,-18,210,-31,932,101,43,19,273,166,259,177,3980,21802,13607,13030,3.09999990463257,4.90500020980835,4.36249995231628,4.14541665712992,0.359400004148483,1.91159999370575,0.826600015163422,0.994074990351995
"69",1793,41.847,-86.67,98,103,27,9509,284,-87,371,216,-16,216,-30,964,97,46,19,282,172,282,177,4213,21941,13752,13190.6666666667,3,4.90000009536743,4.3514997959137,4.13816666603088,0.360000014305115,1.95980000495911,0.845750004053116,1.01721667746703
"70",1797,41.847,-86.67,98,103,27,9509,284,-87,371,216,-16,216,-30,964,97,46,19,282,172,282,177,4213,21941,13752,13190.6666666667,3,4.90000009536743,4.3514997959137,4.13816666603088,0.360000014305115,1.95980000495911,0.845750004053116,1.01721667746703
"71",1819,41.8,-86.67,98,104,27,9545,284,-88,372,216,-16,216,-31,981,100,47,20,290,175,290,179,4196,21836,13724.5,13143.9166666667,3,4.90000009536743,4.37199997901917,4.15125000476837,0.360000014305115,1.96160006523132,0.847949981689453,1.01810834556818
"72",1820,41.8,-86.67,98,104,27,9545,284,-88,372,216,-16,216,-31,981,100,47,20,290,175,290,179,4196,21836,13724.5,13143.9166666667,3,4.90000009536743,4.37199997901917,4.15125000476837,0.360000014305115,1.96160006523132,0.847949981689453,1.01810834556818
"73",1829,42.051,-86.509,97,102,27,9410,281,-84,365,206,-16,214,-29,949,100,44,19,277,170,268,179,4082,21896,13697,13117.5,3.09200000762939,4.90700006484985,4.36399984359741,4.14858333269755,0.360000014305115,1.93710005283356,0.837949991226196,1.00611665844917
"74",1834,42.051,-86.509,97,102,27,9410,281,-84,365,206,-16,214,-29,949,100,44,19,277,170,268,179,4082,21896,13697,13117.5,3.09200000762939,4.90700006484985,4.36399984359741,4.14858333269755,0.360000014305115,1.93710005283356,0.837949991226196,1.00611665844917
"75",1835,42.051,-86.509,97,102,27,9410,281,-84,365,206,-16,214,-29,949,100,44,19,277,170,268,179,4082,21896,13697,13117.5,3.09200000762939,4.90700006484985,4.36399984359741,4.14858333269755,0.360000014305115,1.93710005283356,0.837949991226196,1.00611665844917
"76",1851,43.595,-86.2657,75,107,29,9249,268,-99,367,147,-38,191,-47,875,99,39,22,279,156,240,165,3725,21706,13247,12758.1666666667,3.10999989509583,4.66799974441528,4.19300007820129,4.00483336051305,0.319999992847443,1.75090003013611,0.748350024223328,0.903033355871836
"77",1852,43.595,-86.2657,75,107,29,9249,268,-99,367,147,-38,191,-47,875,99,39,22,279,156,240,165,3725,21706,13247,12758.1666666667,3.10999989509583,4.66799974441528,4.19300007820129,4.00483336051305,0.319999992847443,1.75090003013611,0.748350024223328,0.903033355871836
"78",1853,43.595,-86.2657,75,107,29,9249,268,-99,367,147,-38,191,-47,875,99,39,22,279,156,240,165,3725,21706,13247,12758.1666666667,3.10999989509583,4.66799974441528,4.19300007820129,4.00483336051305,0.319999992847443,1.75090003013611,0.748350024223328,0.903033355871836
"79",1872,43.595,-86.2657,75,107,29,9249,268,-99,367,147,-38,191,-47,875,99,39,22,279,156,240,165,3725,21706,13247,12758.1666666667,3.10999989509583,4.66799974441528,4.19300007820129,4.00483336051305,0.319999992847443,1.75090003013611,0.748350024223328,0.903033355871836
"80",1890,43.5139,-86.1859,77,109,29,9246,271,-97,368,149,-35,193,-45,864,98,38,22,275,155,235,163,3740,21691,13281.5,12782,3.09999990463257,4.59999990463257,4.12050008773804,3.94266672929128,0.32940000295639,1.76969993114471,0.75900000333786,0.915416670342286
"81",1925,43.5251,-86.1843,77,109,29,9246,271,-97,368,149,-35,193,-45,864,98,38,22,275,155,235,163,3740,21691,13281.5,12782,3.09999990463257,4.59999990463257,4.12050008773804,3.94266672929128,0.32940000295639,1.76969993114471,0.75900000333786,0.915416670342286
"82",1942,43.5251,-86.1843,77,109,29,9246,271,-97,368,149,-35,193,-45,864,98,38,22,275,155,235,163,3740,21691,13281.5,12782,3.09999990463257,4.59999990463257,4.12050008773804,3.94266672929128,0.32940000295639,1.76969993114471,0.75900000333786,0.915416670342286
"83",1943,43.5251,-86.1843,77,109,29,9246,271,-97,368,149,-35,193,-45,864,98,38,22,275,155,235,163,3740,21691,13281.5,12782,3.09999990463257,4.59999990463257,4.12050008773804,3.94266672929128,0.32940000295639,1.76969993114471,0.75900000333786,0.915416670342286
"84",1954,43.5187,-86.1739,77,109,29,9246,271,-97,368,149,-35,193,-45,864,98,38,22,275,155,235,163,3740,21691,13281.5,12782,3.09999990463257,4.59999990463257,4.12050008773804,3.94266672929128,0.32940000295639,1.76969993114471,0.75900000333786,0.915416670342286
"85",2016,43.5356,-86.1788,77,109,29,9246,271,-97,368,149,-35,193,-45,864,98,38,22,275,155,235,163,3740,21691,13281.5,12782,3.09999990463257,4.59999990463257,4.12050008773804,3.94266672929128,0.32940000295639,1.76969993114471,0.75900000333786,0.915416670342286
"86",2017,43.5356,-86.1788,77,109,29,9246,271,-97,368,149,-35,193,-45,864,98,38,22,275,155,235,163,3740,21691,13281.5,12782,3.09999990463257,4.59999990463257,4.12050008773804,3.94266672929128,0.32940000295639,1.76969993114471,0.75900000333786,0.915416670342286
"87",2031,42.166,-86.412,95,102,28,9368,280,-84,364,203,-18,211,-31,943,102,43,19,274,169,260,180,3956,21661,13554.5,12975.25,3.08500003814697,4.90000009536743,4.35699987411499,4.1422499815623,0.360000014305115,1.91530001163483,0.82930001616478,0.996466661492983
"88",2053,42.166,-86.412,95,102,28,9368,280,-84,364,203,-18,211,-31,943,102,43,19,274,169,260,180,3956,21661,13554.5,12975.25,3.08500003814697,4.90000009536743,4.35699987411499,4.1422499815623,0.360000014305115,1.91530001163483,0.82930001616478,0.996466661492983
"89",2057,42.166,-86.412,95,102,28,9368,280,-84,364,203,-18,211,-31,943,102,43,19,274,169,260,180,3956,21661,13554.5,12975.25,3.08500003814697,4.90000009536743,4.35699987411499,4.1422499815623,0.360000014305115,1.91530001163483,0.82930001616478,0.996466661492983
"90",2081,43.2483,-86.3368,85,97,27,9073,266,-82,348,157,-25,198,-35,839,93,37,21,258,152,227,158,3838,21949,13521,12958.6666666667,3.09999990463257,4.81900024414062,4.25049996376038,4.08216665188472,0.332900017499924,1.82070004940033,0.784599989652634,0.942266670366128
"91",2091,43.2483,-86.3368,85,97,27,9073,266,-82,348,157,-25,198,-35,839,93,37,21,258,152,227,158,3838,21949,13521,12958.6666666667,3.09999990463257,4.81900024414062,4.25049996376038,4.08216665188472,0.332900017499924,1.82070004940033,0.784599989652634,0.942266670366128
"92",2106,43.2749,-86.0891,83,104,28,9218,271,-89,360,154,-29,198,-39,850,95,37,21,264,153,230,160,3773,21725,13355,12812.9166666667,3.02999997138977,4.64099979400635,4.12400007247925,3.94375004371007,0.332800000905991,1.79759991168976,0.774000018835068,0.932066651682059
"93",2108,43.2749,-86.0891,83,104,28,9218,271,-89,360,154,-29,198,-39,850,95,37,21,264,153,230,160,3773,21725,13355,12812.9166666667,3.02999997138977,4.64099979400635,4.12400007247925,3.94375004371007,0.332800000905991,1.79759991168976,0.774000018835068,0.932066651682059
"94",2141,43.2749,-86.0891,83,104,28,9218,271,-89,360,154,-29,198,-39,850,95,37,21,264,153,230,160,3773,21725,13355,12812.9166666667,3.02999997138977,4.64099979400635,4.12400007247925,3.94375004371007,0.332800000905991,1.79759991168976,0.774000018835068,0.932066651682059
"95",2159,42.148,-86.431,96,102,28,9341,280,-83,363,204,-17,212,-30,941,101,44,19,274,170,261,180,4017,21808,13614,13048.5833333333,3.09999990463257,4.90799999237061,4.36299991607666,4.15074998140335,0.360000014305115,1.92439997196198,0.830400019884109,1.00055000185966
"96",2166,42.148,-86.431,96,102,28,9341,280,-83,363,204,-17,212,-30,941,101,44,19,274,170,261,180,4017,21808,13614,13048.5833333333,3.09999990463257,4.90799999237061,4.36299991607666,4.15074998140335,0.360000014305115,1.92439997196198,0.830400019884109,1.00055000185966
"97",2171,42.148,-86.431,96,102,28,9341,280,-83,363,204,-17,212,-30,941,101,44,19,274,170,261,180,4017,21808,13614,13048.5833333333,3.09999990463257,4.90799999237061,4.36299991607666,4.15074998140335,0.360000014305115,1.92439997196198,0.830400019884109,1.00055000185966
"98",2191,43.7623,-86.3929,78,106,29,9183,269,-94,363,151,-34,193,-43,852,97,40,22,275,151,235,163,3723,21746,13251.5,12790.0833333333,3.09999990463257,4.62199974060059,4.17149996757507,3.96641665697098,0.319999992847443,1.7603999376297,0.753250002861023,0.907733336091042
"99",2202,43.7623,-86.3929,78,106,29,9183,269,-94,363,151,-34,193,-43,852,97,40,22,275,151,235,163,3723,21746,13251.5,12790.0833333333,3.09999990463257,4.62199974060059,4.17149996757507,3.96641665697098,0.319999992847443,1.7603999376297,0.753250002861023,0.907733336091042
